@relation group4
@attribute class {'X1','X2','X3','X4'}
@attribute Prevalence_of_Most_Common_Pitch numeric
@attribute Prevalence_of_Most_Common_Pitch_Class numeric
@attribute Relative_Prevalence_of_Top_Pitches numeric
@attribute Relative_Prevalence_of_Top_Pitch_Classes numeric
@attribute Interval_Between_Most_Prevalent_Pitches numeric
@attribute Interval_Between_Most_Prevalent_Pitch_Classes numeric
@attribute Number_of_Common_Pitches numeric
@attribute Pitch_Variety numeric
@attribute Pitch_Class_Variety numeric
@attribute Range numeric
@attribute Most_Common_Pitch numeric
@attribute Mean_Pitch numeric
@attribute Importance_of_Middle_Register numeric
@attribute Importance_of_High_Register numeric
@attribute Most_Common_Pitch_Class numeric
@attribute Dominant_Spread numeric
@attribute Strong_Tonal_Centres numeric
@attribute Most_Common_Melodic_Interval numeric
@attribute Mean_Melodic_Interval numeric
@attribute Number_of_Common_Melodic_Intervals numeric
@attribute Distance_Between_Most_Prevalent_Melodic_Intervals numeric
@attribute Prevalence_of_Most_Common_Melodic_Interval numeric
@attribute Relative_Prevalence_of_Most_Common_Melodic_Intervals numeric
@attribute Amount_of_Arpeggiation numeric
@attribute Repeated_Notes numeric
@attribute Chromatic_Motion numeric
@attribute Stepwise_Motion numeric
@attribute Melodic_Thirds numeric
@attribute Melodic_Perfect_Fourths numeric
@attribute Melodic_Tritones numeric
@attribute Melodic_Perfect_Fifths numeric
@attribute Melodic_Sixths numeric
@attribute Melodic_Sevenths numeric
@attribute Melodic_Octaves numeric
@attribute Melodic_Large_Intervals numeric
@attribute Minor_Major_Melodic_Third_Ratio numeric
@attribute Melodic_Embellishments numeric
@attribute Direction_of_Melodic_Motion numeric
@attribute Average_Length_of_Melodic_Arcs numeric
@attribute Average_Interval_Spanned_by_Melodic_Arcs numeric
@attribute Melodic_Pitch_Variety numeric
@attribute Strongest_Rhythmic_Pulse numeric
@attribute Second_Strongest_Rhythmic_Pulse numeric
@attribute Harmonicity_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Strength_of_Strongest_Rhythmic_Pulse numeric
@attribute Strength_of_Second_Strongest_Rhythmic_Pulse numeric
@attribute Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Combined_Strength_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Number_of_Strong_Rhythmic_Pulses numeric
@attribute Number_of_Moderate_Rhythmic_Pulses numeric
@attribute Number_of_Relatively_Strong_Rhythmic_Pulses numeric
@attribute Polyrhythms numeric
@attribute Rhythmic_Variability numeric
@attribute Note_Density numeric
@attribute Note_Density_Variability numeric
@attribute Average_Note_Duration numeric
@attribute Variability_of_Note_Durations numeric
@attribute Maximum_Note_Duration numeric
@attribute Minimum_Note_Duration numeric
@attribute Amount_of_Staccato numeric
@attribute Average_Time_Between_Attacks numeric
@attribute Variability_of_Time_Between_Attacks numeric
@attribute Complete_Rests numeric
@attribute Longest_Complete_Rest numeric
@attribute Duration numeric
@attribute Rhythmic_Looseness numeric
@data
'X4',1,1,0,0,69,9,1,1,1,0,69,69,1,0,9,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,80,1.5,0.6777,0.3223,2.103,1,2,2,2,0.5,0.059,2,0,0.25,0,0.25,0.25,0,0.2495,0,0.5,1.5,2,0
'X4',0.5,0.5,0.5,0.5,4,4,3,3,3,4,76,74,0.25,0.75,4,1,3,2,1.333,2,2,0.6667,0.5,0.3333,0.3333,0,0.6667,0,0,0,0,0,0,0,0,0,0,1,0,0,1,120,80,1.5,0.6343,0.3657,1.735,1,2,2,2,0.5,0.05755,2,0,0.25,0,0.25,0.25,0,0.2495,0,0.5,1.5,2,0
'X4',0.25,0.25,0.5,0.5,10,7,7,7,7,10,79,74,0.375,0.625,7,7,1,2,1.429,3,1,0.5714,0.5,0.1429,0.1429,0.2857,0.8571,0,0,0,0,0,0,0,0,0,0,1,0,0,1,120,40,3,0.2748,0.2221,1.238,0.4969,5,5,5,0.6,0.03608,2,0,0.375,0.1336,0.5,0.25,0,0.3567,0.1336,0.25,3.5,4,0
'X4',0.2857,0.2857,0.5,0.5,7,2,6,6,6,9,74,71,0.5714,0.4286,2,6,1,2,1.833,2,1,0.8333,0.2,0,0,0.1667,1,0,0,0,0,0,0,0,0,0,0,0.1667,6,2,2,120,80,1.5,0.3202,0.2568,1.247,0.577,4,5,4,0.5,0.03786,2.333,0,0.3929,0.378,1.25,0.25,0,0.2495,0,0.2667,3.25,3.75,0
'X4',0.5,0.5,0.5,0.5,3,7,3,3,3,8,67,67,1,0,7,2,2,3,3.667,2,2,0.6667,0.5,0.6667,0,0,0,0.6667,0.3333,0,0,0,0,0,0,0,0,0.6667,3,3,2,120,80,1.5,0.4074,0.207,1.968,0.6145,4,4,4,0.5,0.04162,2,0,0.4375,0.125,0.5,0.25,0,0.4162,0.1443,0.3636,2.25,2.75,0
'X4',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,74,74,0,1,2,1,2,2,1.2,2,2,0.6,0.6667,0.4,0.4,0,0.6,0,0,0,0,0,0,0,0,0,0,0.3333,1.5,2,1.75,120,80,1.5,0.3907,0.3005,1.3,0.6912,4,4,3,0.6667,0.04258,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.4,2,2.5,0
'X4',0.3333,0.3333,1,1,5,2,3,3,3,7,69,73,0.3333,0.6667,2,3,0,2,4.5,2,5,0.5,1,0.5,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,2,7,0,120,60,2,0.6754,0.3246,2.081,1,2,2,2,1,0.05891,1.5,0,0.5,0,0.5,0.5,0,0.4995,0,0.4,2,2.5,0
'X4',0.3333,0.3333,1,1,2,9,3,3,3,3,69,70,1,0,0,1,3,1,1.5,2,1,0.5,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1.5,0,0.3333,0.1443,0.5,0.25,0,0.2495,0,0.5,1.5,2,0
'X4',0.5,0.5,1,1,7,7,2,2,2,7,62,65,1,0,2,2,0,7,7,1,7,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.625,0.5303,1,0.25,0,0.2495,0,0.4444,1.75,2.25,0
'X4',0.3333,0.3333,1,1,5,7,4,4,4,7,69,70,0.6667,0.3333,2,3,1,2,2.4,4,2,0.4,0.5,0.4,0.2,0,0.4,0.2,0.2,0,0,0,0,0,0,0,0,0.25,4,5,2.5,120,80,1.5,0.3626,0.2611,1.389,0.6237,4,5,3,0.6667,0.03932,2,0,0.375,0.2092,0.75,0.25,0,0.2995,0.1118,0.3077,2.75,3.25,0
'X4',0.3333,0.3333,1,1,2,2,4,4,4,5,69,69,1,0,9,2,2,2,2.4,3,1,0.6,0.3333,0,0,0.2,0.8,0,0.2,0,0,0,0,0,0,0,0,0.2,2.5,4.5,4,120,80,1.5,0.2849,0.2745,1.038,0.5595,4,5,5,0.6,0.03711,2,0,0.3333,0.1291,0.5,0.25,0,0.2995,0.1118,0.3333,2.5,3,0
'X4',0.5,0.5,1,1,2,2,2,2,2,2,69,70,1,0,9,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0.375,0.1768,0.5,0.25,0,0.2495,0,0.5714,1.25,1.75,0
'X4',0.6667,0.6667,0.5,0.5,4,4,2,2,2,4,72,73,0.6667,0.3333,0,1,2,4,4,1,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,2,4,2,120,0,120,1,0,0,1,1,1,1,1,0.07881,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.5714,1.25,1.75,0
'X4',0.5,0.5,1,1,4,4,2,2,2,4,67,69,1,0,7,1,2,4,4,1,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1,0,0.5,0,0.5,0.5,0,0.4995,0,0.5,1.5,2,0
'X4',0.6667,0.6667,0.5,0.5,7,5,2,2,2,7,74,71,0.3333,0.6667,2,2,1,0,3.5,2,7,0.5,1,1,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0.3333,0,0,0,1,120,160,1.333,0.5231,0.4769,1.097,1,2,2,2,0.5,0.05561,3,0,0.2917,0.1443,0.375,0.125,0,0.2495,0.1768,0.5333,1.375,1.875,0
'X4',0.5,0.5,0.5,0.5,3,5,3,3,3,8,62,62,1,0,2,2,2,3,3.667,2,2,0.6667,0.5,0.6667,0,0,0,0.6667,0.3333,0,0,0,0,0,0,0,0,0.6667,3,3,2,120,80,1.5,0.6594,0.3406,1.936,1,2,2,2,0.5,0.05834,2,0,0.25,0,0.25,0.25,0,0.2495,0,0.5,1.5,2,0
'X4',0.3333,0.3333,0.5,0.5,6,6,5,5,5,6,72,69,1,0,0,2,2,3,2.2,4,3,0.4,0.5,0.8,0.2,0.2,0.2,0.6,0,0,0,0,0,0,0,2,0,0.5,4,6,1,120,80,1.5,0.3359,0.2309,1.455,0.5668,5,5,5,0.4,0.0377,2,0,0.3333,0.3323,1,0.125,0,0.1995,0.06847,0.3333,2.5,3,0
'X4',0.3333,0.3333,1,1,4,4,3,3,3,7,62,65,1,0,2,2,1,3,3.5,2,1,0.5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,80,120,1.5,0.5043,0.4957,1.017,1,2,2,2,0.5,0.05556,1.5,0,0.4167,0.1443,0.5,0.25,0,0.3745,0.1768,0.4444,1.75,2.25,0
'X4',0.25,0.25,1,1,2,7,4,4,4,5,67,69,1,0,0,2,2,2,1.667,2,1,0.6667,0.5,0,0,0.3333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,80,1.5,0.6687,0.3313,2.018,1,2,2,2,0.5,0.05867,2,0,0.375,0.25,0.75,0.25,0,0.2495,0,0.4,2,2.5,0
'X4',0.2857,0.2857,1,1,2,2,4,4,4,5,76,77,0,1,4,2,3,2,1.667,2,1,0.6667,0.5,0,0,0.3333,1,0,0,0,0,0,0,0,0,0,0,0.5,6,5,4,80,120,1.5,0.2599,0.2591,1.003,0.519,5,5,5,0.4,0.03608,1.75,0,0.4286,0.374,1.25,0.25,0,0.2912,0.1021,0.25,3.5,4,0
'X4',0.375,0.375,0.3333,0.3333,1,2,6,6,6,8,72,74,0.5,0.5,0,3,1,1,2.286,3,1,0.4286,1,0.1429,0,0.4286,0.8571,0,0,0,0.1429,0,0,0,0,0,0,0.7143,3.5,4.5,3.5,120,80,1.5,0.2938,0.2492,1.179,0.543,5,5,5,0.6,0.03677,2.667,0,0.25,0,0.25,0.25,0,0.2495,0,0.3333,2.5,3,0
'X4',0.25,0.5,1,0.5,4,5,4,4,3,12,67,72,0.5,0.5,7,2,2,3,4,3,1,0.3333,1,0.6667,0,0,0,0.6667,0.3333,0,0,0,0,0,0,1,0,1,0,0,0,80,120,1.5,0.396,0.396,1,0.7919,3,3,3,0.3333,0.04682,2,0,0.375,0.1443,0.5,0.25,0,0.4162,0.1443,0.4,2,2.5,0
'X4',0.4,0.4,1,1,8,4,3,3,3,8,71,74,0.4,0.6,7,2,2,0,2,3,3,0.5,0.5,0.75,0.5,0,0,0.25,0.25,0,0,0,0,0,0,0,0,1,0,0,1,80,120,1.5,0.3825,0.256,1.495,0.6385,5,5,4,0.5,0.03948,2.5,0,0.35,0.1369,0.5,0.25,0,0.3745,0.1443,0.3636,2.25,2.75,0
'X4',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,74,74,0,1,2,1,2,2,1.2,2,2,0.6,0.6667,0.4,0.4,0,0.6,0,0,0,0,0,0,0,0,0,0,0.3333,1.5,2,1.75,120,80,1.5,0.3945,0.3016,1.308,0.6961,3,4,3,0.6667,0.04277,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.4,2,2.5,0
'X4',0.3333,0.3333,0.5,0.5,7,2,5,5,5,9,74,72,0.5,0.5,2,5,1,2,2.2,2,1,0.8,0.25,0.2,0,0,0.8,0.2,0,0,0,0,0,0,0,0,0,0.2,5,2,2,120,80,1.5,0.3515,0.2778,1.265,0.6292,4,5,3,0.6667,0.0392,2,0,0.375,0.2092,0.75,0.25,0,0.2995,0.1118,0.3077,2.75,3.25,0
'X4',0.4,0.4,0.5,0.5,1,2,4,4,4,5,72,73,0.6,0.4,0,2,2,2,1.25,3,2,0.5,0.5,0.25,0.25,0.25,0.75,0,0,0,0,0,0,0,0,0,0.2,0,0,0,1,120,96,1.25,0.2695,0.2458,1.096,0.5154,6,6,6,0.3333,0.03412,2.5,0,0.35,0.163,0.5,0.125,0,0.312,0.1614,0.3636,2.25,2.75,0
'X4',0.3333,0.3333,1,1,4,4,3,3,3,7,62,65,1,0,2,2,1,3,3.5,2,1,0.5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,120,80,1.5,0.5118,0.4882,1.048,1,2,2,2,0.5,0.05557,1.5,0,0.4167,0.1443,0.5,0.25,0,0.3745,0.1768,0.4444,1.75,2.25,0
'X4',0.2,0.2,1,1,2,2,5,5,5,9,67,71,0.6,0.4,0,5,0,2,4,4,1,0.25,1,0.75,0,0,0.25,0.5,0,0,0.25,0,0,0,0,1,0,0.5,4,7,0,120,80,1.5,0.4992,0.3223,1.549,0.8215,3,3,3,0.6667,0.04865,1.667,0,0.4,0.3354,1,0.25,0,0.2495,0,0.3333,2.5,3,0
'X4',0.4,0.4,1,1,3,9,3,3,3,3,71,72,0.6,0.4,2,1,3,0,1.25,3,2,0.5,0.5,0.75,0.5,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0.5,2,3,1,80,120,1.5,0.2835,0.2665,1.064,0.55,5,5,5,0.4,0.03646,1.25,0,0.6,0.5477,1.5,0.25,0,0.3745,0.25,0.25,3.5,4,0
'X4',0.3333,0.3333,1,1,4,4,3,3,3,7,62,65,1,0,2,2,1,3,3.5,2,1,0.5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1.5,0,0.3333,0.1443,0.5,0.25,0,0.2495,0,0.5,1.5,2,0
'X4',0.375,0.375,0.3333,0.3333,1,2,6,6,6,8,72,74,0.5,0.5,0,3,1,1,2.286,3,1,0.4286,1,0.1429,0,0.4286,0.8571,0,0,0,0.1429,0,0,0,0,0,0,0.7143,3.5,4.5,3.5,120,80,1.5,0.3038,0.2537,1.198,0.5575,4,5,5,0.6,0.03717,2.667,0,0.25,0,0.25,0.25,0,0.2495,0,0.3333,2.5,3,0
'X4',0.6667,0.6667,0.25,0.25,2,2,3,3,3,3,76,76,0,1,4,1,3,0,1.2,4,1,0.4,0.5,0.6,0.4,0.2,0.4,0.2,0,0,0,0,0,0,0,0,0,0.3333,3,3,1.667,120,80,1.5,0.39,0.2998,1.301,0.6897,4,4,3,0.6667,0.04256,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.4,2,2.5,0
'X4',0.2857,0.2857,1,1,4,4,5,5,5,8,67,69,0.8571,0.1429,7,3,2,1,2,3,1,0.3333,1,0.3333,0,0.3333,0.6667,0.3333,0,0,0,0,0,0,0,0,0,0.3333,3,5.5,2,120,80,1.5,0.3338,0.2643,1.263,0.5982,4,5,4,0.5,0.03851,2.333,0,0.3571,0.2835,1,0.25,0,0.2495,0,0.2857,3,3.5,0
'X4',0.5,0.5,1,1,4,4,2,2,2,4,65,67,1,0,5,1,2,4,4,1,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1,0,0.5,0,0.5,0.5,0,0.4995,0,0.5,1.5,2,0
'X4',0.5,0.5,1,1,2,2,2,2,2,2,69,70,1,0,9,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1,0,0.5,0,0.5,0.5,0,0.4995,0,0.5,1.5,2,0
'X4',1,1,0,0,71,11,1,1,1,0,71,71,1,0,11,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,80,1.5,0.6575,0.3425,1.92,1,2,2,2,0.5,0.05828,2,0,0.25,0,0.25,0.25,0,0.2495,0,0.5,1.5,2,0
'X4',0.3333,0.3333,1,1,4,4,3,3,3,7,62,65,1,0,2,2,1,3,3.5,2,1,0.5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,60,80,1.333,0.5122,0.4878,1.05,1,2,2,2,0.5,0.05557,1.5,0,0.5,0.25,0.75,0.25,0,0.4995,0.3536,0.4,2,2.5,0
'X4',0.3333,0.3333,1,1,2,2,3,3,3,4,67,69,1,0,7,1,3,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1,0,0.6667,0.7217,1.5,0.25,0,0.2495,0,0.3333,2.5,3,0
'X4',0.5,0.5,1,1,7,7,2,2,2,7,62,65,1,0,2,2,0,7,7,1,7,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60,0,60,1,0,0,1,1,1,1,1,0.07881,1,0,0.75,0.3536,1,0.5,0,0.9995,0,0.4,2,2.5,0
'X4',0.5,0.5,1,1,2,2,2,2,2,2,67,68,1,0,7,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0.375,0.1768,0.5,0.25,0,0.2495,0,0.5714,1.25,1.75,0
'X4',0.5,0.5,0.5,0.5,4,4,3,3,3,4,76,74,0.25,0.75,4,1,3,2,1.333,2,2,0.6667,0.5,0.3333,0.3333,0,0.6667,0,0,0,0,0,0,0,0,0,0,1,0,0,1,120,60,2,0.5126,0.3337,1.536,0.8462,3,3,3,1,0.04946,1.333,0,0.5,0,0.5,0.5,0,0.4995,0,0.3333,2.5,3,0
'X4',0.3333,0.3333,1,1,4,4,3,3,3,7,62,65,1,0,2,2,1,3,3.5,2,1,0.5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1.5,0,0.4167,0.2887,0.75,0.25,0,0.2495,0,0.4444,1.75,2.25,0
'X4',0.5,0.5,1,1,5,7,2,2,2,5,71,73,0.5,0.5,4,2,0,5,5,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0.1665,0,0.1665,0.1665,0,0.166,0,0.7502,0.8325,1.333,0
'X4',0.6667,0.6667,0.5,0.5,7,5,2,2,2,7,74,71,0.3333,0.6667,2,2,1,0,3.5,2,7,0.5,1,1,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0.3333,0,0,0,1,120,160,1.333,0.5231,0.4769,1.097,1,2,2,2,0.5,0.05561,3,0,0.2917,0.1443,0.375,0.125,0,0.2495,0.1768,0.5333,1.375,1.875,0
'X4',0.375,0.375,0.3333,0.3333,1,2,6,6,6,8,72,74,0.5,0.5,0,3,1,1,2.286,3,1,0.4286,1,0.1429,0,0.4286,0.8571,0,0,0,0.1429,0,0,0,0,0,0,0.7143,3.5,4.5,3.5,120,80,1.5,0.3087,0.2526,1.222,0.5612,4,5,4,0.5,0.03732,2.667,0,0.25,0,0.25,0.25,0,0.2495,0,0.3333,2.5,3,0
'X4',0.6667,0.6667,0.5,0.5,7,5,2,2,2,7,74,71,0.3333,0.6667,2,2,1,0,3.5,2,7,0.5,1,1,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,120,0,120,1,0,0,1,1,1,1,1,0.07881,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.5714,1.25,1.75,0
'X4',0.25,0.25,1,1,1,1,4,4,4,5,66,68,1,0,6,2,2,2,1.667,2,1,0.6667,0.5,0,0,0.3333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,60,2,0.5427,0.2471,2.196,0.7898,3,3,3,0.6667,0.0496,2,0,0.375,0.1443,0.5,0.25,0,0.3328,0.1443,0.4,2,2.5,0
'X4',0.375,0.375,0.6667,0.6667,5,5,5,5,5,9,62,65,1,0,2,5,1,0,2.714,4,5,0.4286,0.6667,0.5714,0.4286,0,0.1429,0,0.2857,0,0.1429,0,0,0,0,0,0,0.75,2,6,1,80,120,1.5,0.2849,0.2163,1.317,0.5012,5,5,5,0.4,0.03577,2,0,0.375,0.189,0.75,0.25,0,0.3209,0.122,0.25,3.5,4,0
'X4',0.5,0.5,0.5,0.5,7,5,3,3,3,7,74,71,0.5,0.5,2,2,2,3,4.667,3,1,0.3333,1,1,0,0,0,0.6667,0,0,0.3333,0,0,0,0,1,0,0.3333,3,7,3,120,80,1.5,0.66,0.34,1.941,1,2,2,2,0.5,0.05836,2,0,0.3125,0.125,0.5,0.25,0,0.2495,0,0.4444,1.75,2.25,0
'X4',0.5,0.5,1,1,5,5,2,2,2,5,62,64,1,0,2,2,0,5,5,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1,0,0.5,0,0.5,0.5,0,0.4995,0,0.5,1.5,2,0
'X4',0.3333,0.3333,1,1,2,2,4,4,4,7,74,75,0.1667,0.8333,2,3,2,2,2.4,4,2,0.4,0.5,0.4,0.2,0,0.4,0.2,0.2,0,0,0,0,0,0,0,0,0.75,4,7,2.5,80,120,1.5,0.2791,0.2791,1,0.5583,4,5,5,0.4,0.0371,2,0,0.375,0.2092,0.75,0.25,0,0.2995,0.1118,0.3077,2.75,3.25,0
'X4',0.3333,0.3333,1,1,2,2,3,3,3,4,74,76,0,1,2,1,3,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,120,1.5,0.5254,0.4746,1.107,1,2,2,2,0.5,0.05563,1,0,0.6667,0.5204,1.25,0.25,0,0.3745,0.1768,0.3333,2.5,3,0
'X4',0.75,0.75,0.3333,0.3333,5,5,2,2,2,5,62,63,1,0,2,2,1,0,1.667,2,5,0.6667,0.5,0.6667,0.6667,0,0,0,0.3333,0,0,0,0,0,0,0,0,1,0,0,1,120,80,1.5,0.6631,0.3369,1.968,1,2,2,2,0.5,0.05847,2,0,0.3125,0.125,0.5,0.25,0,0.2495,0,0.4444,1.75,2.25,0
'X4',0.75,0.75,0.3333,0.3333,4,4,2,2,2,4,71,70,1,0,11,1,2,0,1.333,2,4,0.6667,0.5,1,0.6667,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,1,160,80,2,0.5289,0.251,2.107,0.7799,3,3,3,0.6667,0.04905,2,0,0.25,0.1021,0.375,0.125,0,0.2495,0.125,0.5,1.5,2,0
'X4',0.25,0.25,1,1,2,1,4,4,4,5,69,71,0.5,0.5,1,2,2,2,1.667,2,1,0.6667,0.5,0,0,0.3333,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,180,120,1.5,0.6413,0.3587,1.788,1,2,2,2,0.5,0.05776,2,0,0.2499,0.1667,0.5,0.1665,0,0.1662,0.0002819,0.5002,0.8325,2,0
'X4',0.2222,0.2222,1,1,1,2,6,6,6,10,71,73,0.5556,0.4444,0,6,3,2,2.5,5,1,0.375,0.6667,0.25,0,0.25,0.625,0.25,0.125,0,0,0,0,0,0,1,0,0.625,4,6,3.667,120,80,1.5,0.2845,0.1908,1.491,0.4752,5,5,5,0.6,0.03571,2.25,0,0.3333,0.125,0.5,0.25,0,0.312,0.1157,0.25,3.5,4,0
'X4',0.25,0.25,1,1,2,2,4,4,4,5,74,76,0,1,2,2,2,2,1.667,2,1,0.6667,0.5,0,0,0.3333,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,120,60,2,0.5077,0.3332,1.524,0.841,3,3,3,1,0.04924,1.333,0,0.625,0.25,1,0.5,0,0.4995,0,0.2857,3,3.5,0
'X4',0.75,0.75,0.3333,0.3333,7,5,2,2,2,7,74,72,0.25,0.75,2,2,1,0,2.333,2,7,0.6667,0.5,1,0.6667,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,1,120,80,1.5,0.68,0.32,2.125,1,2,2,2,0.5,0.05909,2,0,0.3125,0.125,0.5,0.25,0,0.2495,0,0.4444,1.75,2.25,0
'X4',0.375,0.375,0.6667,0.6667,2,2,4,4,4,5,66,65,1,0,6,2,3,2,1.429,3,1,0.5714,0.5,0.1429,0.1429,0.2857,0.8571,0,0,0,0,0,0,0,0,0,0,0.5,6,5,3.5,120,80,1.5,0.2898,0.2397,1.209,0.5295,5,5,5,0.6,0.03648,2,0,0.375,0.3536,1.25,0.25,0,0.2495,0,0.25,3.5,4,0
'X4',0.3333,0.3333,1,1,2,2,3,3,3,4,67,69,1,0,7,1,3,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.5714,1.25,1.75,0
'X4',0.5,0.5,1,1,7,5,2,2,2,7,67,70,0.5,0.5,2,2,0,7,7,1,7,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0.25,0,0.25,0.25,0,0.2495,0,0.6667,0.9995,1.5,0
'X4',0.3333,0.3333,1,1,2,9,3,3,3,3,69,70,1,0,0,1,3,1,1.5,2,1,0.5,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.5714,1.25,1.75,0
'X4',0.3333,0.3333,1,1,4,7,3,3,3,5,67,70,1,0,0,2,1,1,3,2,4,0.5,1,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0.5,2,1,0,120,80,1.5,0.5147,0.4853,1.061,1,2,2,2,0.5,0.05558,1.5,0,0.5,0.25,0.75,0.25,0,0.3745,0.1768,0.4,2,2.5,0
'X4',0.3333,0.3333,1,1,4,5,3,3,3,7,67,70,0.6667,0.3333,2,2,1,3,3.5,2,1,0.5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,120,60,2,0.6684,0.3316,2.016,1,2,2,2,1,0.05866,1.5,0,0.5,0,0.5,0.5,0,0.4995,0,0.4,2,2.5,0
'X4',0.5,0.5,1,1,5,5,2,2,2,5,62,64,1,0,2,2,0,5,5,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1,0,0.5,0,0.5,0.5,0,0.4995,0,0.5,1.5,2,0
'X4',0.5,0.5,1,1,2,2,2,2,2,2,64,65,1,0,4,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1,0,0.5,0,0.5,0.5,0,0.4995,0,0.5,1.5,2,0
'X4',0.3333,0.3333,1,1,2,2,3,3,3,4,67,69,1,0,7,1,3,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,120,60,2,0.6615,0.3385,1.954,1,2,2,2,1,0.05841,1.5,0,0.5,0,0.5,0.5,0,0.4995,0,0.4,2,2.5,0
