"","id","Prevalence_of_Most_Common_Pitch","Prevalence_of_Most_Common_Pitch_Class","Relative_Prevalence_of_Top_Pitches","Relative_Prevalence_of_Top_Pitch_Classes","Interval_Between_Most_Prevalent_Pitches","Interval_Between_Most_Prevalent_Pitch_Classes","Number_of_Common_Pitches","Pitch_Variety","Pitch_Class_Variety","Range","Most_Common_Pitch","Mean_Pitch","Importance_of_Middle_Register","Importance_of_High_Register","Most_Common_Pitch_Class","Dominant_Spread","Strong_Tonal_Centres","Most_Common_Melodic_Interval","Mean_Melodic_Interval","Number_of_Common_Melodic_Intervals","Distance_Between_Most_Prevalent_Melodic_Intervals","Prevalence_of_Most_Common_Melodic_Interval","Relative_Prevalence_of_Most_Common_Melodic_Intervals","Amount_of_Arpeggiation","Repeated_Notes","Chromatic_Motion","Stepwise_Motion","Melodic_Thirds","Melodic_Perfect_Fourths","Melodic_Tritones","Melodic_Perfect_Fifths","Melodic_Sixths","Melodic_Sevenths","Melodic_Octaves","Minor_Major_Melodic_Third_Ratio","Melodic_Embellishments","Direction_of_Melodic_Motion","Average_Length_of_Melodic_Arcs","Average_Interval_Spanned_by_Melodic_Arcs","Melodic_Pitch_Variety","Strongest_Rhythmic_Pulse","Second_Strongest_Rhythmic_Pulse","Harmonicity_of_Two_Strongest_Rhythmic_Pulses","Strength_of_Strongest_Rhythmic_Pulse","Strength_of_Second_Strongest_Rhythmic_Pulse","Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses","Combined_Strength_of_Two_Strongest_Rhythmic_Pulses","Number_of_Strong_Rhythmic_Pulses","Number_of_Moderate_Rhythmic_Pulses","Number_of_Relatively_Strong_Rhythmic_Pulses","Polyrhythms","Rhythmic_Variability","Note_Density","Note_Density_Variability","Average_Note_Duration","Variability_of_Note_Durations","Maximum_Note_Duration","Minimum_Note_Duration","Average_Time_Between_Attacks","Variability_of_Time_Between_Attacks","Complete_Rests","Longest_Complete_Rest","Duration"
"70","1",0.4545,0.4545,0.6,0.6,2,2,5,5,5,7,76,76,0,1,4,4,3,2,1.7,3,2,0.7,0.2857,0.3,0.2,0,0.7,0.1,0,0,0,0,0,0,0,0,0.625,1.6,3,2,120,60,2,0.381,0.3333,1.143,0.7143,3,3,3,1,0.04553,1.375,0.05893,0.6364,0.2335,1,0.5,0.5995,0.2108,0.125,7.5,8
"71","1",0.6,0.6,0.6667,0.6667,2,2,2,2,2,2,64,63,1,0,4,1,2,0,1,2,2,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0.5,2,2,1.667,120,80,1.5,0.5,0.3333,1.5,0.8333,3,3,3,0.6667,0.04891,2.5,0,0.25,0,0.25,0.25,0.2495,0,0.4444,1.75,2.25
"72","1",0.5,0.5,1,1,2,2,2,2,2,2,64,65,1,0,4,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0.375,0.1768,0.5,0.25,0.2495,0,0.5714,1.25,1.75
"73","1",0.285,0.285,0.5965,0.8246,4,9,4,9,7,14,71,70,0.78,0.22,11,3,2,2,2.201,3,2,0.3518,0.7857,0.4623,0.2764,0.09045,0.4422,0.1457,0.0603,0,0.0402,0.03518,0,0,1.071,0.005,0.4583,2.286,6.921,4.188,40,80,2,0.2238,0.2238,1,0.4476,5,5,5,0.6,0.03475,2.778,0.763,0.3563,0.2202,1.25,0.125,0.3563,0.2206,0.01384,71.75,72.25
"74","1",1,1,0,0,76,4,1,1,1,0,76,76,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.75,0,0.75,0.75,0,0,0.5714,1.25,1.75
"75","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5
"76","1",0.5,0.5,1,1,3,9,2,2,2,3,69,70,1,0,0,1,2,3,3,1,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1,0,0.5,0,0.5,0.5,0.4995,0,0.5,1.5,2
"77","1",0.3333,0.3333,1,1,2,2,5,5,5,9,74,73,0.3333,0.6667,2,3,2,2,2.125,4,2,0.375,0.6667,0.625,0.25,0,0.375,0.375,0,0,0,0,0,0,0.5,0,0.3333,3,4,1.75,120,60,2,0.3889,0.3333,1.167,0.7222,3,3,3,1,0.04564,1.5,0,0.5556,0.1667,1,0.5,0.562,0.1768,0.1667,5.5,6
"78","1",0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,74,74,0,1,2,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,2,2,2,80,120,1.5,0.5,0.5,1,1,2,2,2,0.5,0.05555,1.5,0,0.3333,0.1443,0.5,0.25,0.3745,0.1768,0.5,1.5,2
"79","1",0.5,0.5,1,1,1,1,2,2,2,1,66,66,1,0,6,1,2,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,80,1,0,0,1,1,1,1,1,0.07881,1,0,0.625,0.1768,0.75,0.5,0.7495,0,0.4444,1.75,2.25
"80","1",0.3333,0.3333,1,1,2,7,3,3,3,5,69,71,0.6667,0.3333,2,2,1,2,2.5,2,1,0.5,1,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,80,120,1.5,0.5,0.5,1,1,2,2,2,0.5,0.05555,1,0,0.6667,0.5204,1.25,0.25,0.3745,0.1768,0.3333,2.5,3
"81","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5
"82","1",0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,69,68,1,0,9,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,2,2,2,120,60,2,0.6667,0.3333,2,1,2,2,2,1,0.0586,1.5,0,0.4583,0.07217,0.5,0.375,0.4995,0,0.4211,1.875,2.375
"83","1",0.5,0.5,1,1,1,1,2,2,2,1,66,66,1,0,6,1,2,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,0.6667,0,1,0.7071,1.5,0.5,0.4995,0,0.3333,2.5,3
"84","1",0.3125,0.3125,0.8,0.8,2,2,4,5,5,7,76,76,0,1,4,2,2,2,2,4,1,0.4667,0.4286,0.2,0.1333,0.2,0.6667,0.06667,0.1333,0,0,0,0,0,0,0,0.4615,1.857,3.571,3.636,120,60,2,0.3636,0.3333,1.091,0.697,3,3,3,1,0.04534,1.6,1.283,0.5938,0.2016,1,0.5,0.5995,0.207,0.09524,10,10.5
"85","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5
"86","1",0.5,0.5,0.5,0.5,4,4,4,4,4,9,71,68,1,0,11,3,2,0,2.286,4,5,0.4286,0.6667,0.5714,0.4286,0,0.1429,0.1429,0.2857,0,0,0,0,0,0,0,0.5,2,7,1.25,60,120,2,0.2222,0.2222,1,0.4444,4,9,4,0.5,0.03043,2,0,0.4375,0.2673,1,0.125,0.4281,0.2874,0.2222,4,4.5
"87","1",0.1982,0.2162,0.7727,0.75,2,7,5,15,8,24,69,69,0.7477,0.2523,9,6,2,2,2.045,4,2,0.4,0.5227,0.4182,0.2091,0.1455,0.5455,0.1636,0.03636,0,0.03636,0,0,0.009091,1.571,0,0.4138,2.122,5.366,4.425,120,40,3,0.1935,0.1836,1.054,0.3772,5,10,5,0.6,0.02957,3,0.352,0.3266,0.1871,1,0.125,0.3268,0.1878,0.02685,36.75,37.25
"88","1",0.5,0.5,1,1,2,2,2,2,2,2,72,73,0.5,0.5,0,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1,0,0.75,0.3536,1,0.5,0.4995,0,0.4,2,2.5
"89","1",0.4211,0.4211,0.75,0.75,3,9,2,7,7,10,74,73,0.4211,0.5789,2,1,2,3,2.278,4,1,0.4444,0.625,0.5556,0.1111,0.1111,0.3889,0.4444,0.05556,0,0,0,0,0,0,0,0.5,2,4.125,2.833,120,80,1.5,0.2286,0.2143,1.067,0.4429,5,5,5,0.6,0.03498,3.167,0.8839,0.2763,0.07883,0.5,0.25,0.2773,0.08085,0.16,5.75,6.25
"90","1",0.4167,0.4167,0.4,0.4,2,2,4,7,7,10,71,70,0.8333,0.1667,11,2,3,2,1.565,3,2,0.3043,0.8571,0.3913,0.2609,0.2609,0.5652,0.1304,0.04348,0,0,0,0,0,0.5,0.04167,0.4118,2.833,5.167,3.471,40,120,3,0.2414,0.2241,1.077,0.4655,5,9,5,0.6,0.03353,1.846,0.3819,0.5,0.2972,1.5,0.125,0.4995,0.3039,0.07692,12.5,13
"91","1",0.5,0.5,1,1,2,2,2,2,2,2,72,73,0.5,0.5,0,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1,0,0.5,0,0.5,0.5,0.4995,0,0.5,1.5,2
"92","1",0.4444,0.4444,0.5,0.5,2,2,4,4,4,5,67,68,1,0,7,2,3,2,1.75,5,2,0.375,0.6667,0.5,0.25,0.125,0.5,0.25,0,0,0,0,0,0,1,0,0.3333,3,4.5,3,120,60,2,0.2083,0.1667,1.25,0.375,5,9,7,0.4286,0.02842,2.25,0,0.3889,0.261,1,0.125,0.3745,0.2755,0.2222,4,4.5
"93","1",0.197,0.197,0.9231,0.9231,7,7,6,8,7,12,69,65,1,0,9,6,1,2,2.123,3,2,0.5231,0.2647,0.3231,0.1385,0.07692,0.6,0.1846,0.07692,0,0,0,0,0,2,0,0.4643,2.435,5.783,4.725,40,80,2,0.276,0.276,1,0.5521,5,6,5,0.6,0.03598,2.357,0.281,0.4205,0.2232,1.25,0.125,0.4226,0.2239,0.03478,28.25,28.75
"94","1",0.5,0.5,1,1,7,5,2,2,2,7,67,70,0.5,0.5,2,2,0,7,7,1,7,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.625,0.5303,1,0.25,0.2495,0,0.4444,1.75,2.25
"95","1",0.5,0.5,1,1,3,3,2,2,2,3,67,68,1,0,7,1,2,3,3,1,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1,0,0.5,0,0.5,0.5,0.4995,0,0.5,1.5,2
"96","1",1,1,0,0,67,7,1,1,1,0,67,67,1,0,7,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,0,120,1,0,0,1,1,1,1,1,0.07881,1,0,0.5,0,0.5,0.5,0.4995,0,0.5,1.5,2
"97","1",1,1,0,0,69,9,1,1,1,0,69,69,1,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3333,0,2.5,0,2.5,2.5,0,0,0.2857,3,3.5
"98","1",0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,76,75,0,1,4,1,2,0,1,2,2,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,1,120,60,2,0.6667,0.3333,2,1,2,2,2,1,0.0586,1,0,0.6667,0.2887,1,0.5,0.4995,0,0.3333,2.5,3
"99","1",0.5,0.5,0.5,0.5,2,2,3,3,3,3,66,65,1,0,6,1,3,1,1.333,2,1,0.6667,0.5,0,0,0.6667,1,0,0,0,0,0,0,0,0,0,0.3333,3,1,2,120,60,2,0.5,0.25,2,0.75,3,3,3,0.6667,0.04801,2,0,0.375,0.1443,0.5,0.25,0.3328,0.1443,0.4,2,2.5
"100","1",0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,65,65,1,0,5,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,2,2,2,80,120,1.5,0.5,0.5,1,1,2,2,2,0.5,0.05555,1.5,0,0.4167,0.1443,0.5,0.25,0.3745,0.1768,0.4444,1.75,2.25
"101","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5
"102","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5
"103","1",0.25,0.25,1,1,2,2,4,4,4,5,62,64,1,0,2,2,2,2,1.667,2,1,0.6667,0.5,0,0,0.3333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,80,1.5,0.6667,0.3333,2,1,2,2,2,0.5,0.0586,2,0,0.3125,0.125,0.5,0.25,0.2495,0,0.4444,1.75,2.25
"104","1",1,1,0,0,71,11,1,1,1,0,71,71,1,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,1,0,1,1,0,0,0.5,1.5,2
"105","1",0.4,0.4,0.5,0.5,1,2,4,4,4,5,72,73,0.6,0.4,0,2,2,1,1.5,2,1,0.5,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0.75,4,1,2,120,80,1.5,0.5,0.3333,1.5,0.8333,3,3,3,0.6667,0.04891,2.5,0,0.25,0,0.25,0.25,0.2495,0,0.4444,1.75,2.25
"106","1",0.8,0.8,0.25,0.25,2,2,2,2,2,2,62,62,1,0,2,1,2,0,0.5,2,2,0.75,0.3333,0.75,0.75,0,0.25,0,0,0,0,0,0,0,0,0,1,0,0,1,80,120,1.5,0.375,0.25,1.5,0.625,5,5,5,0.4,0.03903,1.667,0,0.4,0.1369,0.5,0.25,0.3745,0.1443,0.3333,2.5,3
"107","1",0.25,0.3333,0.6667,0.75,3,9,5,6,5,12,62,64,1,0,11,3,2,3,2.273,5,3,0.3636,0.75,0.7273,0.2727,0,0.1818,0.4545,0.09091,0,0,0,0,0,4,0,0.5,2.667,4.333,1.5,120,60,2,0.3889,0.3333,1.167,0.7222,3,3,3,1,0.04564,1.2,0.9465,0.75,0.3989,1.5,0.5,0.7722,0.4101,0.1,9.5,10
"108","1",0.3333,0.3333,1,1,2,2,4,4,4,5,69,69,1,0,9,2,2,0,1,3,2,0.4,1,0.4,0.4,0.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,80,40,2,0.3636,0.1818,2,0.5455,4,5,4,0.5,0.0382,2,0,0.4167,0.2041,0.75,0.25,0.3495,0.1369,0.2857,3,3.5
"109","1",0.2143,0.2143,1,1,2,2,4,7,6,12,72,74,0.3571,0.6429,0,3,1,0,2.154,3,2,0.3846,0.4,0.6923,0.3846,0.07692,0.2308,0.2308,0.07692,0,0.07692,0,0,0,0.5,0,0.5,2.667,8.333,2.429,80,40,2,0.303,0.2424,1.25,0.5455,5,5,5,0.4,0.03651,2,0,0.4464,0.2231,0.75,0.25,0.4611,0.2247,0.1379,6.75,7.25
"110","1",0.2619,0.2619,0.697,0.8182,2,9,5,10,7,17,71,70,0.7937,0.2063,11,4,2,0,1.728,3,2,0.416,0.6346,0.536,0.416,0.08,0.344,0.104,0.104,0,0.016,0.016,0,0,2.25,0.1429,0.411,2.355,6.871,3.61,120,60,2,0.1891,0.1868,1.012,0.3759,5,10,6,0.5,0.02816,2.8,1.259,0.3522,0.2205,1.5,0.125,0.3515,0.2213,0.02204,44.87,45.38
"111","1",1,1,0,0,67,7,1,1,1,0,67,67,1,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,1.25,0,1.25,1.25,0,0,0.4444,1.75,2.25
"112","1",0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,76,75,0,1,4,1,2,0,1,2,2,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,1,40,48,1.2,0.5,0.5,1,1,2,2,2,0.5,0.05555,1.5,0,0.5417,0.6166,1.25,0.125,0.7495,0.7071,0.381,2.125,2.625
"113","1",0.2637,0.2711,0.7639,0.7432,3,9,5,11,8,17,74,72,0.5458,0.4542,2,5,2,2,2.32,4,2,0.4265,0.3707,0.3199,0.1581,0.1434,0.5699,0.1103,0.1029,0.007353,0.04779,0,0,0.003676,1,0.04762,0.4716,2.12,5.796,5.143,120,40,3,0.177,0.1636,1.082,0.3406,5,10,5,0.6,0.02821,3.456,0.6952,0.2875,0.1314,0.75,0.0625,0.2854,0.1286,0.01258,79,79.5
"114","1",0.5,0.5,1,1,2,2,2,2,2,2,67,68,1,0,7,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0.375,0.1768,0.5,0.25,0.2495,0,0.5714,1.25,1.75
"115","1",0.2143,0.2143,0.6667,0.6667,5,5,4,9,8,12,79,75,0.2143,0.7857,7,4,2,1,1.923,3,1,0.4615,0.5,0.1538,0.07692,0.4615,0.6923,0.07692,0.1538,0,0,0,0,0,0,0,0.25,2,2.5,3.2,80,40,2,0.3125,0.25,1.25,0.5625,5,5,5,0.4,0.03695,1.75,0.1768,0.5179,0.3462,1.25,0.25,0.4611,0.2859,0.1212,7.75,8.25
"116","1",0.5,0.5,0.5,0.5,2,2,3,3,3,3,66,65,1,0,6,1,3,2,1.667,2,1,0.6667,0.5,0,0,0.3333,1,0,0,0,0,0,0,0,0,0,0.3333,3,3,2,120,60,2,0.5,0.25,2,0.75,3,3,3,0.6667,0.04801,2,0,0.375,0.1443,0.5,0.25,0.3328,0.1443,0.4,2,2.5
"117","1",0.25,0.25,1,1,2,2,4,4,4,5,62,64,1,0,2,2,2,2,1.667,2,1,0.6667,0.5,0,0,0.3333,1,0,0,0,0,0,0,0,0,0,1,0,0,0,120,60,2,0.5,0.3333,1.5,0.8333,3,3,3,1,0.04891,1.333,0,0.5,0,0.5,0.5,0.4995,0,0.3333,2.5,3
"118","1",0.5,0.5,1,1,2,2,2,2,2,2,69,70,1,0,9,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1,0,0.5,0,0.5,0.5,0.4995,0,0.5,1.5,2
"119","1",1,1,0,0,74,2,1,1,1,0,74,74,0,1,2,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0.375,0.1768,0.5,0.25,0.2495,0,0.5714,1.25,1.75
"120","1",0.3077,0.3077,0.5,1,9,9,5,6,5,14,71,69,0.7692,0.2308,2,3,2,2,3.25,3,3,0.3333,0.75,0.3333,0.1667,0,0.3333,0.1667,0.25,0,0,0.08333,0,0,1,0.07692,0.7,3.333,10.67,4.143,120,40,3,0.2917,0.25,1.167,0.5417,4,5,4,0.75,0.03762,1.444,0,0.6154,0.3325,1.5,0.25,0.5828,0.3257,0.1111,8.5,9
"121","1",0.3333,0.3333,1,1,2,2,3,3,3,4,67,69,1,0,7,1,3,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,60,80,1.333,0.5,0.5,1,1,2,2,2,0.5,0.05555,1.5,0,0.5,0.25,0.75,0.25,0.4995,0.3536,0.4,2,2.5
"122","1",0.2696,0.2696,0.8065,0.8065,3,9,5,8,7,12,74,72,0.5217,0.4783,2,6,2,2,2.193,5,2,0.4211,0.3958,0.3684,0.1667,0.1053,0.5263,0.193,0.09649,0,0.008772,0.008772,0,0,2.667,0.008696,0.4421,2.568,6.541,5.827,120,60,2,0.2292,0.2006,1.143,0.4298,5,5,5,0.6,0.03418,2.447,0.6214,0.4043,0.2747,2,0.125,0.403,0.2758,0.02105,47,47.5
"123","1",0.4444,0.4444,0.75,0.75,2,2,4,4,4,5,62,63,1,0,2,2,3,2,1.125,3,2,0.5,0.75,0.375,0.375,0.125,0.625,0,0,0,0,0,0,0,0,0,0.2,2.5,3.5,1.6,120,80,1.5,0.28,0.24,1.167,0.52,5,5,5,0.6,0.03621,3,0,0.25,0,0.25,0.25,0.2495,0,0.3077,2.75,3.25
"124","1",0.5,0.5,1,1,2,2,2,2,2,2,74,75,0,1,2,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.625,0.5303,1,0.25,0.2495,0,0.4444,1.75,2.25
"125","1",0.5,0.5,0.5,0.5,2,2,3,3,3,4,69,69,1,0,9,1,3,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3333,3,2,2,120,60,2,0.5,0.25,2,0.75,3,3,3,0.6667,0.04801,2,0,0.375,0.1443,0.5,0.25,0.3328,0.1443,0.4,2,2.5
"126","1",0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,67,67,1,0,7,1,2,0,1,2,2,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,1,120,0,120,1,0,0,1,1,1,1,1,0.07881,1.5,0,0.3333,0.1443,0.5,0.25,0.2495,0,0.5,1.5,2
"127","1",0.3333,0.3333,1,1,2,2,3,3,3,4,67,69,1,0,7,1,3,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,1.5,0,0.3333,0.1443,0.5,0.25,0.2495,0,0.5,1.5,2
"128","1",0.5,0.5,0.6667,0.6667,3,9,3,3,3,3,74,72,0.5,0.5,2,1,3,0,0.6,3,1,0.6,0.3333,0.6,0.6,0.2,0.4,0,0,0,0,0,0,0,0,0.1667,0,0,0,1,60,120,2,0.2727,0.2727,1,0.5455,3,6,6,0.3333,0.03539,2,0,0.4792,0.2896,1,0.125,0.4995,0.3187,0.2581,3.375,3.875
"129","1",0.3333,0.3333,1,1,1,1,3,3,3,3,66,67,1,0,6,1,3,1,1.5,2,1,0.5,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,1,0.07881,3,0,0.25,0,0.25,0.25,0.2495,0,0.5714,1.25,1.75
"130","1",0.75,0.75,0.3333,0.3333,2,2,2,2,2,2,76,75,0,1,4,1,2,2,1.333,2,2,0.6667,0.5,0.3333,0.3333,0,0.6667,0,0,0,0,0,0,0,0,0,0.5,2,2,1.5,60,120,2,0.4,0.4,1,0.8,3,3,3,0.6667,0.04702,1,0,0.75,0.2887,1,0.5,0.6662,0.2887,0.25,3.5,4
"131","1",0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,74,74,0,1,2,1,2,0,1,2,2,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,1,120,0,120,1,0,0,1,1,1,1,1,0.07881,3,0,0.25,0,0.25,0.25,0.2495,0,0.5714,1.25,1.75
"132","1",0.2215,0.2215,0.8182,0.8485,2,2,4,16,10,19,69,70,0.7517,0.2483,9,4,2,2,2.027,4,2,0.3919,0.5517,0.4189,0.2162,0.1216,0.5135,0.1892,0.05405,0,0.01351,0.01351,0,0,1.8,0.04027,0.4483,2.148,5.426,5.115,120,60,2,0.2138,0.2037,1.05,0.4175,5,10,5,0.6,0.03223,2.759,0.492,0.3607,0.2006,1,0.125,0.361,0.201,0.01826,54.25,54.75
"133","1",0.3333,0.3333,0.6,0.6,2,2,5,7,7,11,74,72,0.4333,0.5667,2,3,3,0,1.241,3,2,0.4138,0.9167,0.4828,0.4138,0.1379,0.5172,0.03448,0,0,0.03448,0,0,0,0,0.03333,0.5294,2.429,4.143,3.217,120,60,2,0.2159,0.2045,1.056,0.4205,5,10,5,0.6,0.03301,2.5,0.1443,0.375,0.2707,1.5,0.125,0.3788,0.2744,0.08163,11.75,12.25
"134","1",1,1,0,0,71,11,1,1,1,0,71,71,1,0,11,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,0,120,1,0,0,1,1,1,1,1,0.07881,2,0,0.375,0.1768,0.5,0.25,0.4995,0,0.5714,1.25,1.75
"135","1",0.3478,0.3478,0.875,0.875,4,4,4,4,4,7,67,69,0.8261,0.1739,7,3,2,0,1.636,4,2,0.4545,0.8,0.6364,0.4545,0,0.3636,0.09091,0,0,0.09091,0,0,0,0,0.08696,0.6667,1.5,4,3.105,60,40,1.5,0.2113,0.1972,1.071,0.4085,5,10,5,0.4,0.03089,2.3,1.803,0.3913,0.2752,1.5,0.125,0.3972,0.2799,0.1,9.5,10
"136","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5
"137","1",0.3125,0.3125,0.8,0.8,4,4,5,6,6,9,71,70,0.8125,0.1875,11,4,2,2,1.548,4,2,0.3871,0.75,0.4839,0.2903,0.129,0.5161,0.1935,0,0,0,0,0,0,2,0,0.5909,2,3.909,3.44,60,40,1.5,0.23,0.21,1.095,0.44,5,5,5,0.4,0.03498,2.667,0.3819,0.3594,0.1789,1,0.25,0.3544,0.18,0.08,12,12.5
"138","1",0.4,0.4,0.5,0.5,2,9,4,4,4,5,69,69,1,0,9,2,2,0,2.25,4,2,0.25,1,0.75,0.25,0,0.25,0.5,0,0,0,0,0,0,1,0,0.3333,1.5,2.5,1,120,60,2,0.375,0.25,1.5,0.625,4,4,4,0.75,0.04146,2.5,0,0.35,0.1369,0.5,0.25,0.3745,0.1443,0.3636,2.25,2.75
"139","1",1,1,0,0,59,11,1,1,1,0,59,59,1,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,1.5,0,1.5,1.5,0,0,0.4,2,2.5
"140","1",0.1667,0.1667,1,1,3,2,6,6,6,10,66,71,0.6667,0.3333,0,5,1,2,2,3,1,0.6,0.3333,0.2,0,0.2,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,120,60,2,0.3333,0.25,1.333,0.5833,4,5,4,0.75,0.03791,2,0,0.375,0.1369,0.5,0.25,0.3995,0.1369,0.3077,2.75,3.25
"141","1",0.2744,0.2744,0.9112,0.9112,2,2,3,12,9,16,71,69,0.8961,0.1039,11,3,3,2,2.197,4,2,0.4325,0.485,0.3545,0.2098,0.09268,0.5252,0.1187,0.1073,0,0.02439,0.01301,0.001626,0,1.607,0.06169,0.4527,2.26,6.251,4.275,40,120,3,0.1968,0.1908,1.031,0.3876,5,10,5,0.6,0.02908,2.325,1.133,0.4286,0.3041,1.5,0.0625,0.4272,0.3034,0.003774,264.5,265
