@relation groupnon
@attribute class {'X1','X2','X3','X4','X5'}
@attribute Prevalence_of_Most_Common_Pitch numeric
@attribute Prevalence_of_Most_Common_Pitch_Class numeric
@attribute Relative_Prevalence_of_Top_Pitches numeric
@attribute Relative_Prevalence_of_Top_Pitch_Classes numeric
@attribute Interval_Between_Most_Prevalent_Pitches numeric
@attribute Interval_Between_Most_Prevalent_Pitch_Classes numeric
@attribute Number_of_Common_Pitches numeric
@attribute Pitch_Variety numeric
@attribute Pitch_Class_Variety numeric
@attribute Range numeric
@attribute Most_Common_Pitch numeric
@attribute Mean_Pitch numeric
@attribute Importance_of_Middle_Register numeric
@attribute Importance_of_High_Register numeric
@attribute Most_Common_Pitch_Class numeric
@attribute Dominant_Spread numeric
@attribute Strong_Tonal_Centres numeric
@attribute Most_Common_Melodic_Interval numeric
@attribute Mean_Melodic_Interval numeric
@attribute Number_of_Common_Melodic_Intervals numeric
@attribute Distance_Between_Most_Prevalent_Melodic_Intervals numeric
@attribute Prevalence_of_Most_Common_Melodic_Interval numeric
@attribute Relative_Prevalence_of_Most_Common_Melodic_Intervals numeric
@attribute Amount_of_Arpeggiation numeric
@attribute Repeated_Notes numeric
@attribute Chromatic_Motion numeric
@attribute Stepwise_Motion numeric
@attribute Melodic_Thirds numeric
@attribute Melodic_Perfect_Fourths numeric
@attribute Melodic_Tritones numeric
@attribute Melodic_Perfect_Fifths numeric
@attribute Melodic_Sixths numeric
@attribute Melodic_Sevenths numeric
@attribute Melodic_Octaves numeric
@attribute Minor_Major_Melodic_Third_Ratio numeric
@attribute Melodic_Embellishments numeric
@attribute Direction_of_Melodic_Motion numeric
@attribute Average_Length_of_Melodic_Arcs numeric
@attribute Average_Interval_Spanned_by_Melodic_Arcs numeric
@attribute Melodic_Pitch_Variety numeric
@attribute Strongest_Rhythmic_Pulse numeric
@attribute Second_Strongest_Rhythmic_Pulse numeric
@attribute Harmonicity_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Strength_of_Strongest_Rhythmic_Pulse numeric
@attribute Strength_of_Second_Strongest_Rhythmic_Pulse numeric
@attribute Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Combined_Strength_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Number_of_Strong_Rhythmic_Pulses numeric
@attribute Number_of_Moderate_Rhythmic_Pulses numeric
@attribute Number_of_Relatively_Strong_Rhythmic_Pulses numeric
@attribute Rhythmic_Looseness numeric
@attribute Polyrhythms numeric
@attribute Rhythmic_Variability numeric
@attribute Note_Density numeric
@attribute Note_Density_Variability numeric
@attribute Average_Note_Duration numeric
@attribute Variability_of_Note_Durations numeric
@attribute Maximum_Note_Duration numeric
@attribute Minimum_Note_Duration numeric
@attribute Average_Time_Between_Attacks numeric
@attribute Variability_of_Time_Between_Attacks numeric
@attribute Complete_Rests numeric
@attribute Longest_Complete_Rest numeric
@attribute Duration numeric
@data
'X1',0.4,0.4,0.5,0.5,5,5,4,4,4,5,67,65,1,0,7,2,3,2,2.5,3,1,0.5,0.5,0,0,0.25,0.75,0,0.25,0,0,0,0,0,0,0,0.25,4,5,4,80,120,1.5,0.314,0.3002,1.046,0.6142,5,5,5,0,0.4,0.03811,1.667,0,0.4,0.2236,0.75,0.25,0.3745,0.25,0.3333,2.5,3
'X1',0.5,0.5,0.5,0.5,5,2,3,3,3,7,74,73,0.25,0.75,2,3,1,5,4,2,3,0.6667,0.5,0,0,0,0.3333,0,0.6667,0,0,0,0,0,0,0,0.3333,3,7,2,48,120,2.5,0.3564,0.3564,1,0.7129,3,3,3,0,0.3333,0.04544,1.333,0,0.5,0.5,1.25,0.25,0.5828,0.5774,0.3333,2.5,3
'X1',0.2,0.2,1,1,3,4,5,5,5,8,64,68,1,0,0,3,0,2,3.25,3,1,0.5,0.5,0,0,0.25,0.75,0,0,0,0,0.25,0,0,0,0,0.25,4,8,0,120,80,1.5,0.4526,0.2834,1.597,0.736,4,4,2,0,0.5,0.04429,2.5,0,0.325,0.1118,0.5,0.25,0.312,0.125,0.381,2.125,2.625
'X1',0.4286,0.4286,0.6667,0.6667,3,9,4,4,4,5,74,72,0.5714,0.4286,2,2,3,0,0.8333,3,2,0.5,0.6667,0.5,0.5,0.1667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,120,60,2,0.2717,0.2664,1.02,0.5381,5,5,5,0,0.6,0.03641,2.333,0,0.3571,0.1336,0.5,0.25,0.3328,0.1291,0.2857,3,3.5
'X1',0.3333,0.3333,1,1,5,5,3,3,3,7,62,66,1,0,2,3,0,2,3.5,2,3,0.5,1,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,1,0,0,0,120,80,1.5,0.5231,0.4769,1.097,1,2,2,2,0,0.5,0.05561,1.5,0,0.3333,0.1443,0.5,0.25,0.3745,0.1768,0.5,1.5,2
'X1',0.4,0.4,0.75,0.75,3,9,5,5,5,7,74,71,0.6,0.4,2,4,2,2,2.556,5,1,0.3333,1,0.5556,0.1111,0.1111,0.4444,0.3333,0,0,0.1111,0,0,0,0,0,0.375,2,4,2.8,120,80,1.5,0.2623,0.2342,1.12,0.4965,5,5,5,0,0.6,0.03571,3.333,0,0.275,0.07906,0.5,0.25,0.2773,0.08333,0.2667,3.25,3.75
'X1',0.3333,0.3333,1,1,2,2,4,4,4,5,69,69,1,0,9,2,2,2,1.6,2,1,0.6,0.6667,0,0,0.4,1,0,0,0,0,0,0,0,0,0,0.4,5,3,3,120,60,2,0.2847,0.2704,1.053,0.5551,4,5,5,0,0.6,0.03693,2,0,0.3333,0.1291,0.5,0.25,0.2995,0.1118,0.3333,2.5,3
'X1',0.5,0.5,0.5,0.5,4,4,3,3,3,4,76,74,0.25,0.75,4,1,3,4,3.333,2,2,0.6667,0.5,0.6667,0,0,0.3333,0.6667,0,0,0,0,0,0,0,0,0.3333,1.5,4,2,120,60,2,0.4914,0.2817,1.744,0.7731,3,3,3,0,0.6667,0.04783,2,0,0.375,0.1443,0.5,0.25,0.3328,0.1443,0.4,2,2.5
'X1',0.5556,0.5556,0.4,0.4,2,2,4,4,4,5,62,62,1,0,2,2,2,0,1.5,5,2,0.375,0.6667,0.625,0.375,0.125,0.375,0.25,0,0,0,0,0,0,1,0,0.4,2.5,4.5,2.4,120,60,2,0.3484,0.3457,1.008,0.6941,3,3,3,0,1,0.04529,1.5,0,0.5556,0.1667,1,0.5,0.562,0.1768,0.1667,5.5,6
'X1',0.25,0.25,1,1,2,2,5,5,5,7,62,65,1,0,2,4,2,2,2.286,3,1,0.7143,0.2,0,0,0.1429,0.8571,0,0.1429,0,0,0,0,0,0,0,0.4286,3.5,7,3.333,120,80,1.5,0.259,0.2572,1.007,0.5162,5,5,5,0,0.6,0.03621,2.667,0,0.2812,0.08839,0.5,0.25,0.2852,0.09449,0.3077,2.75,3.25
'X1',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,69,68,1,0,9,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,2,2,2,80,120,1.5,0.5,0.5,1,1,2,2,2,0,0.5,0.05555,1.5,0,0.3333,0.1443,0.5,0.25,0.3745,0.1768,0.5,1.5,2
'X1',0.5714,0.5714,0.75,0.75,5,5,2,2,2,5,62,64,1,0,2,2,1,0,1.667,2,5,0.6667,0.5,0.6667,0.6667,0,0,0,0.3333,0,0,0,0,0,0,0,0.5,2,5,1.8,120,48,2.5,0.2915,0.2068,1.41,0.4982,5,5,5,0,0.6,0.03601,1.75,0,0.3929,0.1336,0.5,0.25,0.4162,0.2041,0.3125,2,4
'X1',0.5,0.5,0.5,0.5,3,2,3,3,3,3,74,72,0.5,0.5,2,1,3,0,1,3,1,0.3333,1,0.3333,0.3333,0.3333,0.6667,0,0,0,0,0,0,0,0,0.25,0,0,0,1,120,60,2,0.3896,0.2246,1.734,0.6143,4,4,4,0,0.5,0.04114,2,0,0.375,0.1768,0.5,0.125,0.3328,0.1909,0.4,2,2.5
'X1',0.5,0.5,0.5,0.5,1,11,3,3,3,3,71,72,0.75,0.25,11,1,3,3,2.333,2,2,0.6667,0.5,0.6667,0,0.3333,0.3333,0.6667,0,0,0,0,0,0,0,0,0.3333,1.5,2,2,120,80,1.5,0.689,0.311,2.216,1,2,2,2,0,0.5,0.05944,2,0,0.25,0,0.25,0.25,0.2495,0,0.5,1.5,2
'X1',0.8,0.8,0.25,0.25,1,11,2,2,2,1,71,71,1,0,11,1,2,0,0.5,2,1,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,2,1,1.333,120,80,1.5,0.4116,0.282,1.46,0.6937,4,4,4,0,0.5,0.04255,2.5,0,0.3,0.1118,0.5,0.25,0.312,0.125,0.4,2,2.5
'X1',0.7143,0.7143,0.2,0.2,4,4,3,3,3,4,71,70,1,0,11,1,3,0,0.6667,2,2,0.6667,0.5,0.6667,0.6667,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,1,120,60,2,0.2861,0.2761,1.036,0.5622,4,5,4,0,0.75,0.0372,1.75,0,0.5357,0.3363,1,0.25,0.4578,0.2923,0.2105,4.25,4.75
'X1',0.2,0.2,1,1,2,2,5,5,5,7,64,67,1,0,4,4,1,2,1.75,2,1,0.75,0.3333,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48,120,2.5,0.2874,0.2874,1,0.5747,5,5,5,0,0.2,0.03702,1.667,0,0.4,0.2236,0.75,0.25,0.437,0.2394,0.3333,2.5,3
'X1',0.25,0.25,1,1,2,2,4,4,4,5,69,71,0.75,0.25,0,2,2,2,1.667,2,1,0.6667,0.5,0,0,0.3333,1,0,0,0,0,0,0,0,0,0,1,0,0,0,120,80,1.5,0.6359,0.3641,1.746,1,2,2,2,0,0.5,0.05759,2,0,0.3125,0.125,0.5,0.25,0.2495,0,0.4444,1.75,2.25
'X1',0.3333,0.3333,1,1,4,4,3,3,3,5,62,65,1,0,2,2,1,1,2.5,2,3,0.5,1,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,1.5,0,0.5,0.433,1,0.25,0.2495,0,0.4,2,2.5
'X1',0.25,0.25,1,1,2,2,4,4,4,7,62,65,1,0,2,4,0,2,2.333,2,1,0.6667,0.5,0.3333,0,0,0.6667,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,120,60,2,0.4983,0.3339,1.493,0.8322,3,3,3,0,1,0.04885,1.333,0,0.625,0.25,1,0.5,0.4995,0,0.2857,3,3.5
'X1',0.3333,0.3333,1,1,4,7,3,3,3,5,67,70,1,0,0,2,1,1,2.5,2,3,0.5,1,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,120,60,2,0.6633,0.3367,1.97,1,2,2,2,0,1,0.05848,1,0,0.8333,0.5774,1.5,0.5,0.4995,0,0.2857,3,3.5
'X1',0.6,0.6,0.3333,0.3333,4,4,3,3,3,4,71,69,1,0,11,1,3,0,1,2,2,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0.2,0,0,0,1,120,60,2,0.3368,0.2216,1.52,0.5584,6,6,6,0,0.5,0.0358,1.667,0,0.5,0.3187,1,0.125,0.3745,0.1768,0.2857,3,3.5
'X1',0.3333,0.3333,1,1,2,2,3,3,3,4,67,69,1,0,7,1,3,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,120,1.5,0.3558,0.3377,1.054,0.6935,3,3,3,0,0.3333,0.0453,1.5,0,0.5,0.25,0.75,0.25,0.6245,0.1768,0.4,2,2.5
'X1',0.8182,0.8182,0.2222,0.2222,2,2,2,2,2,2,69,69,1,0,9,1,2,0,0.4,2,2,0.8,0.25,0.8,0.8,0,0.2,0,0,0,0,0,0,0,0,0,0.5,2,2,1.222,120,80,1.5,0.2559,0.226,1.133,0.4819,5,5,5,0,0.6,0.0355,3.667,0,0.25,0,0.25,0.25,0.2495,0,0.2667,3.25,3.75
'X1',0.5714,0.5714,0.25,0.25,7,2,4,4,4,9,74,72,0.2857,0.7143,2,2,1,0,2.5,4,2,0.3333,1,0.6667,0.3333,0,0.3333,0.1667,0,0,0.1667,0,0,0,0,0,0.5,2,5.5,1.333,120,80,1.5,0.3322,0.2729,1.217,0.6051,4,5,4,0,0.5,0.03864,3.5,0,0.25,0,0.25,0.25,0.2495,0,0.3636,2.25,2.75
'X1',0.75,0.75,0.3333,0.3333,7,5,2,2,2,7,74,72,0.25,0.75,2,2,1,7,4.667,2,7,0.6667,0.5,1,0.3333,0,0,0,0,0,0.6667,0,0,0,0,0,0.5,2,7,1.5,80,120,1.5,0.5001,0.2503,1.998,0.7504,3,3,3,0,0.3333,0.04801,2,0,0.3438,0.1197,0.5,0.25,0.3328,0.1443,0.4211,1.875,2.375
'X1',0.3333,0.3333,0.5,0.5,4,4,5,5,5,9,66,66,1,0,6,3,1,2,2.6,3,2,0.4,1,0.4,0,0.2,0.6,0.4,0,0,0,0,0,0,0,0,0.6,5,4,3,120,60,2,0.4153,0.3309,1.255,0.7462,3,3,3,0,1,0.04611,1.5,0,0.5,0,0.5,0.5,0.4995,0,0.25,3.5,4
'X1',0.3333,0.3333,1,1,7,2,3,3,3,9,67,72,0.3333,0.6667,2,2,1,2,5.5,2,7,0.5,1,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,2,9,0,120,60,2,0.6355,0.3645,1.743,1,2,2,2,0,1,0.05758,1.5,0,0.5833,0.1443,0.75,0.5,0.4995,0,0.3636,2.25,2.75
'X1',0.5,0.5,0.5,0.5,5,7,3,3,3,5,72,70,1,0,0,2,2,0,1.667,3,2,0.3333,1,0.6667,0.3333,0,0.3333,0.3333,0,0,0,0,0,0,0,0,1,0,0,1,80,120,1.5,0.5013,0.2703,1.855,0.7716,3,3,3,0,0.3333,0.04811,2,0,0.3125,0.125,0.5,0.25,0.3328,0.1443,0.4444,1.75,2.25
'X1',0.3333,0.3333,1,1,2,2,3,3,3,4,62,64,1,0,2,1,3,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,80,1.5,0.525,0.475,1.105,1,2,2,2,0,0.5,0.05562,1.5,0,0.4167,0.1443,0.5,0.25,0.3745,0.1768,0.4444,1.75,2.25
'X1',0.1667,0.3333,1,0.5,2,1,6,6,5,12,62,68,0.6667,0.3333,2,4,1,2,3.8,3,1,0.6,0.3333,0.2,0,0.2,0.8,0,0,0,0,0,0,0.2,0,0,0.2,2.5,8,0,120,60,2,0.3727,0.2877,1.295,0.6604,3,5,3,0,1,0.04032,2,0,0.375,0.1369,0.5,0.25,0.3995,0.1369,0.3077,2.75,3.25
'X1',0.4286,0.4286,0.6667,0.6667,5,5,4,4,4,5,74,76,0,1,2,2,3,0,2.333,3,2,0.3333,1,0.3333,0.3333,0,0.3333,0,0.3333,0,0,0,0,0,0,0,0.25,2,4.5,1.667,60,120,2,0.2685,0.2593,1.036,0.5278,5,5,5,0,0.4,0.03626,2.333,0,0.3214,0.122,0.5,0.25,0.3328,0.1291,0.3077,2.75,3.25
'X1',0.8,0.8,0.25,0.25,2,2,2,2,2,2,74,74,0,1,2,1,2,0,0.5,2,2,0.75,0.3333,0.75,0.75,0,0.25,0,0,0,0,0,0,0,0,0,1,0,0,1,80,120,1.5,0.364,0.2485,1.465,0.6125,5,5,5,0,0.4,0.03858,1.667,0,0.4,0.1369,0.5,0.25,0.3745,0.1443,0.3333,2.5,3
'X1',0.6,0.6,0.6667,0.6667,2,2,2,2,2,2,67,67,1,0,7,1,2,0,0.5,2,2,0.75,0.3333,0.75,0.75,0,0.25,0,0,0,0,0,0,0,0,0.2,1,0,0,1,120,60,2,0.3566,0.232,1.537,0.5886,5,6,3,0,1,0.03684,2.5,0,0.375,0.1531,0.5,0.125,0.3745,0.1768,0.3478,2.375,2.875
'X1',0.6667,0.6667,0.5,0.5,1,11,2,2,2,1,72,71,1,0,0,1,2,0,0.5,2,1,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,1,0,0,1,80,120,1.5,0.5078,0.4922,1.032,1,2,2,2,0,0.5,0.05556,1.5,0,0.3333,0.1443,0.5,0.25,0.3745,0.1768,0.5,1.5,2
'X1',0.75,0.75,0.3333,0.3333,2,2,2,2,2,2,67,67,1,0,7,1,2,0,0.6667,2,2,0.6667,0.5,0.6667,0.6667,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,1,80,120,1.5,0.4975,0.2868,1.735,0.7843,3,3,3,0,0.3333,0.04809,2,0,0.3125,0.125,0.5,0.25,0.3328,0.1443,0.4444,1.75,2.25
'X1',0.3333,0.3333,1,1,1,11,4,4,4,5,71,70,1,0,0,2,3,1,2.2,3,1,0.4,1,0,0,0.4,0.8,0,0.2,0,0,0,0,0,0,0,0.4,2.5,3,3,120,80,1.5,0.3017,0.1977,1.526,0.4993,4,7,6,0,0.3333,0.03302,3,0,0.2292,0.05103,0.25,0.125,0.2245,0.0559,0.4211,1.875,2.375
'X1',0.5,0.5,1,1,2,2,2,2,2,2,74,75,0,1,2,1,2,0,0.6667,2,2,0.6667,0.5,0.6667,0.6667,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,1,120,60,2,0.2851,0.26,1.097,0.5451,4,4,4,0,0.75,0.03927,1.333,0,0.5,0.3536,1,0.25,0.4995,0.433,0.3333,2.5,3
'X1',0.4286,0.4286,1,1,2,2,3,3,3,4,69,70,0.8571,0.1429,9,1,3,2,1.667,2,2,0.8333,0.2,0.1667,0.1667,0,0.8333,0,0,0,0,0,0,0,0,0,0.4,2.5,3,2.25,120,80,1.5,0.2509,0.1775,1.414,0.4284,4,9,4,0,0.5,0.02971,2.333,0,0.2857,0.1189,0.5,0.125,0.2495,0.07906,0.3333,2.5,3
'X1',0.4,0.4,1,1,4,4,3,3,3,9,62,65,1,0,2,2,2,0,2.25,3,4,0.5,0.5,0.75,0.5,0,0,0.25,0.25,0,0,0,0,0,0,0,1,0,0,1,120,80,1.5,0.5106,0.3229,1.581,0.8335,3,3,3,0,0.6667,0.04915,2.5,0,0.25,0,0.25,0.25,0.2495,0,0.4444,1.75,2.25
'X1',0.4444,0.4444,0.5,0.5,2,2,4,4,4,7,69,69,0.8889,0.1111,9,3,3,2,1.875,3,2,0.625,0.4,0.25,0.25,0,0.625,0,0.125,0,0,0,0,0,0,0,0.5,2,2.667,1.8,120,40,3,0.3228,0.2732,1.182,0.596,3,5,3,0,1,0.03983,1.8,1.591,0.4444,0.1102,0.5,0.25,0.4995,0.2315,0.2727,3.5,5.5
'X1',0.375,0.375,0.6667,0.6667,2,9,4,4,4,5,69,70,1,0,9,2,3,1,1.429,4,1,0.4286,0.6667,0.2857,0.1429,0.4286,0.7143,0.1429,0,0,0,0,0,0,0,0,0.6667,2,2.333,2.5,120,80,1.5,0.2986,0.2554,1.169,0.554,5,5,5,0,0.6,0.03697,2.667,0,0.2656,0.1043,0.5,0.125,0.2852,0.09449,0.32,2.625,3.125
'X1',0.5,0.5,0.5,0.5,4,4,3,3,3,4,64,62,1,0,4,1,3,2,1.333,2,2,0.6667,0.5,0.3333,0.3333,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,1,80,96,1.2,0.3516,0.3297,1.067,0.6813,3,3,3,0,0.3333,0.04526,2,0,0.25,0.1768,0.5,0.125,0.2495,0.2165,0.5,1.5,2
'X1',0.25,0.25,1,1,2,2,4,4,4,5,69,71,0.75,0.25,0,2,2,3,2.333,2,2,0.6667,0.5,0.6667,0,0.3333,0.3333,0.6667,0,0,0,0,0,0,0,0,0.6667,1.5,2,0,120,80,1.5,0.5221,0.2467,2.117,0.7688,3,3,3,0,0.6667,0.04878,2,0,0.3125,0.125,0.5,0.25,0.3328,0.1443,0.4444,1.75,2.25
'X1',0.6,0.6,0.3333,0.3333,5,5,3,3,3,7,62,64,1,0,2,3,1,0,3,3,5,0.5,0.5,0.75,0.5,0,0,0,0.25,0,0.25,0,0,0,0,0,0.5,2,7,1,40,120,3,0.3399,0.3387,1.003,0.6786,4,4,4,0,0.5,0.04151,1.667,0,0.5,0.3062,1,0.25,0.4995,0.3536,0.2857,3,3.5
'X1',0.5714,0.5714,0.5,0.5,2,2,3,3,3,5,74,74,0.1429,0.8571,2,2,2,2,1.5,3,2,0.5,0.6667,0.5,0.3333,0,0.5,0.1667,0,0,0,0,0,0,0,0,0.75,2,3.5,1.75,120,80,1.5,0.2689,0.2605,1.032,0.5295,5,5,5,0,0.6,0.03622,2.333,0,0.2857,0.09449,0.5,0.25,0.2912,0.1021,0.3333,2.5,3
'X1',0.5,0.5,1,1,2,2,2,2,2,2,72,73,0.5,0.5,0,1,2,0,0.6667,2,2,0.6667,0.5,0.6667,0.6667,0,0.3333,0,0,0,0,0,0,0,0,0.25,1,0,0,1,120,160,1.333,0.4068,0.4051,1.004,0.8119,3,3,3,0,0.3333,0.04735,2,0,0.25,0.1443,0.375,0.125,0.2912,0.1443,0.5,1.5,2
'X1',0.2857,0.2857,1,1,3,2,4,4,4,7,71,73,0.4286,0.5714,2,4,1,2,2.167,2,1,0.8333,0.2,0.1667,0,0,0.8333,0.1667,0,0,0,0,0,0,0,0,0.3333,2,3.667,2,120,80,1.5,0.2908,0.1898,1.532,0.4805,5,5,5,0,0.6,0.03577,2.333,0,0.3571,0.2835,1,0.25,0.3745,0.3062,0.2857,3,3.5
'X1',0.4,0.4,0.5,0.5,7,2,4,4,4,9,74,72,0.4,0.6,2,3,2,2,3.25,2,5,0.75,0.3333,0.25,0,0,0.75,0,0,0,0.25,0,0,0,0,0,0.5,4,4,2,120,60,2,0.3288,0.1739,1.89,0.5027,5,5,5,0,0.6,0.03662,1.667,0,0.425,0.326,1,0.25,0.437,0.375,0.32,2.625,3.125
'X1',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,74,73,0.3333,0.6667,2,1,2,0,1,2,2,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,1,40,120,3,0.5108,0.4892,1.044,1,2,2,2,0,1,0.05557,1,0,0.8333,0.5774,1.5,0.5,0.9995,0.7071,0.2857,3,3.5
'X1',0.5,0.5,0.6667,0.6667,2,2,3,3,3,5,74,74,0.1667,0.8333,2,2,2,2,2.4,2,1,0.6,0.6667,0.4,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0.4,1.667,3,2,80,120,1.5,0.2709,0.2685,1.009,0.5393,5,5,5,0,0.4,0.03658,2,0,0.3333,0.1291,0.5,0.25,0.2995,0.1118,0.3333,2.5,3
'X1',0.4286,0.4286,0.6667,0.6667,1,1,4,4,4,5,67,66,1,0,7,2,2,2,1.333,3,1,0.5,0.6667,0.1667,0.1667,0.3333,0.8333,0,0,0,0,0,0,0,0,0,0.4,5,5,2.333,60,80,1.333,0.2845,0.2845,1,0.5689,4,5,4,0,0.5,0.03768,2.333,0,0.3214,0.122,0.5,0.25,0.3328,0.1291,0.3077,2.75,3.25
'X1',0.6667,0.6667,0.5,0.5,3,9,2,2,2,3,74,73,0.3333,0.6667,2,1,2,0,1.5,2,3,0.5,1,1,0.5,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0,1,48,60,1.25,0.5,0.5,1,1,2,2,2,0,0.5,0.05555,1.5,0,0.5,0.433,1,0.25,0.6245,0.5303,0.4,2,2.5
'X1',0.3333,0.3333,1,1,2,2,3,3,3,4,67,69,1,0,7,1,3,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,120,60,2,0.6871,0.3129,2.196,1,2,2,2,0,1,0.05936,1,0,0.6667,0.2887,1,0.5,0.4995,0,0.3333,2.5,3
'X1',0.2,0.2,1,1,2,4,5,5,5,9,67,71,0.8,0.2,0,3,0,2,2.25,3,1,0.5,0.5,0.25,0,0.25,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0,0,120,60,2,0.3804,0.2542,1.497,0.6347,5,5,5,0,0.6,0.03935,1.667,0,0.4,0.1369,0.5,0.25,0.3745,0.1443,0.3333,2.5,3
'X1',0.4,0.4,1,1,3,9,3,3,3,3,69,70,1,0,0,1,3,0,1,3,1,0.5,0.5,0.75,0.5,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0.5,2,3,1,120,60,2,0.2961,0.2827,1.048,0.5788,4,4,4,0,0.5,0.0402,2.5,0,0.325,0.1118,0.5,0.25,0.312,0.125,0.381,2.125,2.625
'X1',0.4,0.4,0.5,0.5,6,2,4,4,4,8,72,70,0.8,0.2,0,3,2,2,2.5,3,1,0.5,0.5,0,0,0.25,0.75,0,0.25,0,0,0,0,0,0,0,0.75,4,8,2,80,160,2,0.2929,0.2812,1.042,0.5741,5,5,5,0,0.4,0.03703,2.5,0,0.225,0.1046,0.375,0.125,0.2183,0.1197,0.4706,1.625,2.125
'X1',0.2,0.2,1,1,2,3,5,5,5,9,63,67,1,0,0,5,0,2,3.25,2,5,0.75,0.3333,0.25,0,0,0.75,0,0,0,0.25,0,0,0,0,0,0.5,4,9,0,120,80,1.5,0.4012,0.2086,1.923,0.6098,4,4,4,0,0.25,0.04142,2.5,0,0.2,0.06847,0.25,0.125,0.187,0.07217,0.5,1.5,2
'X1',0.2857,0.2857,1,1,2,2,5,5,5,7,67,69,0.8571,0.1429,7,4,3,2,2.333,3,1,0.6667,0.25,0,0,0.1667,0.8333,0,0.1667,0,0,0,0,0,0,0,0.5,2,4,2,120,80,1.5,0.3264,0.2681,1.217,0.5945,4,5,4,0,0.5,0.03825,2.333,0,0.3929,0.378,1.25,0.25,0.2495,0,0.2667,3.25,3.75
'X1',0.25,0.25,1,1,5,7,6,6,6,9,69,71,0.625,0.375,2,6,0,2,1.571,3,2,0.7143,0.2,0.1429,0.1429,0.1429,0.8571,0,0,0,0,0,0,0,0,0,0.8333,6,9,1.5,120,80,1.5,0.2103,0.1614,1.303,0.3717,4,10,5,0,0.6,0.0276,2.667,0,0.2812,0.1456,0.5,0.125,0.3567,0.3098,0.4,2.25,3.75
'X1',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,67,67,1,0,7,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,2,2,2,120,60,2,0.6585,0.3415,1.928,1,2,2,2,0,1,0.05831,1,0,0.8333,0.5774,1.5,0.5,0.4995,0,0.2857,3,3.5
'X1',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,69,69,1,0,9,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,2,2,2,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,3,0,0.25,0,0.25,0.25,0.2495,0,0.5714,1.25,1.75
'X1',0.4,0.4,0.5,0.5,3,3,4,4,4,5,67,66,1,0,7,2,2,2,1.25,3,2,0.5,0.5,0.25,0.25,0.25,0.75,0,0,0,0,0,0,0,0,0,0,0,0,1,60,48,1.25,0.2932,0.2765,1.06,0.5697,5,5,5,0,0.4,0.03695,2.5,0,0.35,0.2236,0.75,0.25,0.3745,0.25,0.3636,2.25,2.75
'X1',0.8,0.8,0.25,0.25,2,2,2,2,2,2,69,68,1,0,9,1,2,0,0.5,2,2,0.75,0.3333,0.75,0.75,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,120,80,1.5,0.2733,0.2688,1.017,0.5421,5,5,5,0,0.6,0.03703,2.5,0,0.35,0.1369,0.5,0.25,0.3745,0.1443,0.3636,2.25,2.75
