@relation groupnon
@attribute class {'X1','X2','X3','X4','X5'}
@attribute Prevalence_of_Most_Common_Pitch numeric
@attribute Prevalence_of_Most_Common_Pitch_Class numeric
@attribute Relative_Prevalence_of_Top_Pitches numeric
@attribute Relative_Prevalence_of_Top_Pitch_Classes numeric
@attribute Interval_Between_Most_Prevalent_Pitches numeric
@attribute Interval_Between_Most_Prevalent_Pitch_Classes numeric
@attribute Number_of_Common_Pitches numeric
@attribute Pitch_Variety numeric
@attribute Pitch_Class_Variety numeric
@attribute Range numeric
@attribute Most_Common_Pitch numeric
@attribute Mean_Pitch numeric
@attribute Importance_of_Middle_Register numeric
@attribute Importance_of_High_Register numeric
@attribute Most_Common_Pitch_Class numeric
@attribute Dominant_Spread numeric
@attribute Strong_Tonal_Centres numeric
@attribute Most_Common_Melodic_Interval numeric
@attribute Mean_Melodic_Interval numeric
@attribute Number_of_Common_Melodic_Intervals numeric
@attribute Distance_Between_Most_Prevalent_Melodic_Intervals numeric
@attribute Prevalence_of_Most_Common_Melodic_Interval numeric
@attribute Relative_Prevalence_of_Most_Common_Melodic_Intervals numeric
@attribute Amount_of_Arpeggiation numeric
@attribute Repeated_Notes numeric
@attribute Chromatic_Motion numeric
@attribute Stepwise_Motion numeric
@attribute Melodic_Thirds numeric
@attribute Melodic_Perfect_Fourths numeric
@attribute Melodic_Tritones numeric
@attribute Melodic_Perfect_Fifths numeric
@attribute Melodic_Sixths numeric
@attribute Melodic_Sevenths numeric
@attribute Melodic_Octaves numeric
@attribute Minor_Major_Melodic_Third_Ratio numeric
@attribute Melodic_Embellishments numeric
@attribute Direction_of_Melodic_Motion numeric
@attribute Average_Length_of_Melodic_Arcs numeric
@attribute Average_Interval_Spanned_by_Melodic_Arcs numeric
@attribute Melodic_Pitch_Variety numeric
@attribute Strongest_Rhythmic_Pulse numeric
@attribute Second_Strongest_Rhythmic_Pulse numeric
@attribute Harmonicity_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Strength_of_Strongest_Rhythmic_Pulse numeric
@attribute Strength_of_Second_Strongest_Rhythmic_Pulse numeric
@attribute Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Combined_Strength_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Number_of_Strong_Rhythmic_Pulses numeric
@attribute Number_of_Moderate_Rhythmic_Pulses numeric
@attribute Number_of_Relatively_Strong_Rhythmic_Pulses numeric
@attribute Rhythmic_Looseness numeric
@attribute Polyrhythms numeric
@attribute Rhythmic_Variability numeric
@attribute Note_Density numeric
@attribute Note_Density_Variability numeric
@attribute Average_Note_Duration numeric
@attribute Variability_of_Note_Durations numeric
@attribute Maximum_Note_Duration numeric
@attribute Minimum_Note_Duration numeric
@attribute Average_Time_Between_Attacks numeric
@attribute Variability_of_Time_Between_Attacks numeric
@attribute Complete_Rests numeric
@attribute Longest_Complete_Rest numeric
@attribute Duration numeric
@data
'X2',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,69,69,1,0,9,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,2,2,2,120,80,1.5,0.5118,0.4882,1.048,1,2,2,2,0,0.5,0.05557,1.5,0,0.3333,0.1443,0.5,0.25,0.3745,0.1768,0.5,1.5,2
'X2',0.2857,0.2857,1,1,9,3,5,5,5,9,67,71,0.5714,0.4286,4,5,2,0,1.833,4,2,0.3333,1,0.6667,0.3333,0,0.3333,0.3333,0,0,0,0,0,0,1,0,0.75,4,2,1,120,80,1.5,0.2121,0.1947,1.089,0.4069,4,9,8,0,0.375,0.02883,2.333,0,0.3571,0.2095,0.75,0.125,0.3953,0.2003,0.2857,3,3.5
'X2',0.2857,0.4286,0.5,0.3333,5,2,6,6,5,14,62,69,0.7143,0.2857,2,3,1,2,3.167,5,2,0.3333,0.5,0.1667,0.1667,0.1667,0.5,0,0.1667,0,0,0.1667,0,0,0,0,0.4,5,14,1,120,60,2,0.3147,0.2315,1.359,0.5462,5,5,5,0,0.6,0.03666,2.333,0,0.3571,0.1336,0.5,0.25,0.3745,0.1369,0.2857,3,3.5
'X2',0.3333,0.3333,1,1,2,2,4,4,4,5,74,76,0,1,2,2,3,2,1.25,3,2,0.5,0.5,0.25,0.25,0.25,0.75,0,0,0,0,0,0,0,0,0.1111,0.5,6,5,3,60,40,1.5,0.3272,0.246,1.33,0.5733,4,5,4,0,0.5,0.03871,1.286,0.1768,0.7222,0.3841,1.5,0.25,0.687,0.3953,0.1333,7,7.5
'X2',0.5,0.5,1,1,2,2,2,2,2,2,67,68,1,0,7,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,1,0,0.5,0,0.5,0.5,0.4995,0,0.5,1.5,2
'X2',0.5,0.5,0.3333,0.3333,2,2,4,4,4,5,66,66,1,0,6,2,2,0,1,3,2,0.4,1,0.4,0.4,0.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,120,60,2,0.244,0.1629,1.498,0.407,2,9,9,0,0.3333,0.02854,3,0,0.2917,0.1291,0.5,0.125,0.2995,0.1425,0.3636,2.25,2.75
'X2',0.25,0.25,1,1,1,2,4,4,4,5,71,73,0.5,0.5,0,2,2,2,1.667,2,1,0.6667,0.5,0,0,0.3333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,60,2,0.4309,0.1976,2.181,0.6285,4,4,4,0,0.5,0.04239,2,0,0.375,0.1443,0.5,0.25,0.4162,0.1443,0.4,2,2.5
'X2',0.5714,0.5714,0.25,0.25,5,5,4,4,4,5,71,69,1,0,11,2,3,0,1,4,1,0.5,0.3333,0.6667,0.5,0.1667,0.3333,0.1667,0,0,0,0,0,0,0,0.2857,0.3333,3,5,1,120,160,1.333,0.2131,0.2044,1.042,0.4175,4,8,7,0,0.4286,0.03029,2.333,0,0.3571,0.3098,1,0.125,0.3953,0.3203,0.2857,3,3.5
'X2',0.5,0.5,0.5,0.5,2,2,3,3,3,4,69,69,1,0,9,1,3,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6667,3,4,2,120,80,1.5,0.678,0.322,2.106,1,2,2,2,0,0.5,0.05901,2,0,0.3125,0.125,0.5,0.25,0.2495,0,0.4444,1.75,2.25
'X2',0.6667,0.6667,0.5,0.5,3,3,2,2,2,3,76,77,0,1,4,1,2,0,1.5,2,3,0.5,1,1,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,160,0,160,1,0,0,1,1,1,1,0,1,0.07881,3,0,0.2083,0.07217,0.25,0.125,0.187,0.08839,0.6154,1.125,1.625
'X2',0.2857,0.2857,0.5,0.5,2,2,6,6,6,9,62,64,1,0,2,6,1,2,2.333,4,1,0.3333,1,0.6667,0.1667,0,0.3333,0.5,0,0,0,0,0,0,2,0,0.6,5,5,1,120,40,3,0.3877,0.3629,1.068,0.7507,3,3,3,0,1,0.04596,1,0.7071,0.9286,0.7319,2.5,0.5,0.9995,0.7746,0.1333,7,7.5
'X2',0.4,0.4,0.5,0.5,5,4,4,4,4,5,76,73,0.4,0.6,4,2,3,2,1.25,3,2,0.5,0.5,0.25,0.25,0.25,0.75,0,0,0,0,0,0,0,0,0,1,0,0,1,120,60,2,0.3802,0.2533,1.501,0.6335,5,5,5,0,0.6,0.03932,1.667,0,0.5,0.1768,0.75,0.25,0.562,0.125,0.2857,3,3.5
'X2',0.3333,0.3333,1,1,2,2,4,4,4,5,74,76,0,1,2,2,3,2,2,3,1,0.6,0.3333,0.2,0,0.2,0.8,0.2,0,0,0,0,0,0,0,0,0.6,5,5,4,120,80,1.5,0.388,0.2976,1.304,0.6856,4,4,3,0,0.6667,0.04246,2,0,0.3333,0.2041,0.75,0.25,0.2495,0,0.3333,2.5,3
'X2',0.4286,0.4286,0.3333,0.3333,7,2,5,5,5,9,74,72,0.4286,0.5714,2,5,1,2,1.833,3,2,0.6667,0.25,0.3333,0.1667,0,0.6667,0.1667,0,0,0,0,0,0,0,0,0.2,5,2,1.5,120,80,1.5,0.2593,0.1979,1.31,0.4572,3,9,3,0,0.6667,0.03026,3.5,0,0.2321,0.04725,0.25,0.125,0.2287,0.05103,0.381,2.125,2.625
'X2',0.2,0.2,1,1,1,1,5,5,5,6,73,76,0,1,1,2,1,1,1.5,2,1,0.5,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,80,1.5,0.4859,0.3395,1.431,0.8254,3,3,3,0,0.6667,0.04845,2.5,0,0.25,0,0.25,0.25,0.2495,0,0.4444,1.75,2.25
'X2',0.375,0.375,0.6667,0.6667,5,7,4,4,4,7,74,71,0.625,0.375,2,3,2,2,1.571,3,2,0.5714,0.5,0.4286,0.2857,0,0.5714,0.1429,0,0,0,0,0,0,0,0.125,0.6,5,4,2,40,120,3,0.3258,0.3025,1.077,0.6283,3,5,3,0,0.6667,0.03928,1.143,0.5303,0.75,0.4818,1.5,0.25,0.7852,0.5089,0.1429,6.5,7
'X2',0.25,0.25,1,1,2,2,4,4,4,5,62,64,1,0,2,2,2,2,1.667,2,1,0.6667,0.5,0,0,0.3333,1,0,0,0,0,0,0,0,0,0,1,0,0,0,120,80,1.5,0.6722,0.3278,2.051,1,2,2,2,0,0.5,0.0588,2,0,0.25,0,0.25,0.25,0.2495,0,0.5,1.5,2
'X2',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,66,65,1,0,6,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,2,2,2,120,80,1.5,0.5039,0.4961,1.016,1,2,2,2,0,0.5,0.05556,1.5,0,0.3333,0.1443,0.5,0.25,0.3745,0.1768,0.5,1.5,2
'X2',0.2857,0.2857,0.5,0.5,2,2,6,6,6,9,64,66,1,0,4,6,1,2,2.833,3,2,0.6667,0.25,0.1667,0,0,0.6667,0.1667,0.1667,0,0,0,0,0,0,0,0.5,2,5,2,120,60,2,0.3317,0.2136,1.553,0.5453,5,5,5,0,0.6,0.0372,1.75,0,0.4286,0.2782,1,0.25,0.3328,0.1291,0.25,3.5,4
'X2',0.6667,0.6667,0.5,0.5,4,4,2,2,2,4,67,68,1,0,7,1,2,0,2,2,4,0.5,1,1,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,48,60,1.25,0.512,0.488,1.049,1,2,2,2,0,0.5,0.05557,1.5,0,0.5,0.433,1,0.25,0.6245,0.5303,0.4,2,2.5
'X2',0.3333,0.3333,0.5,1,9,3,5,5,4,12,64,61,1,0,4,2,2,3,4.2,4,1,0.4,0.5,0.6,0,0,0.2,0.6,0,0,0,0.2,0,0,2,0,0.4,2.5,7,2,120,40,3,0.5055,0.3369,1.501,0.8424,3,3,3,0,1,0.04922,0.8571,0.3536,1,0.7746,2.5,0.5,0.9995,0.866,0.1429,6.5,7
'X2',0.4,0.4,0.5,0.5,2,7,4,4,4,7,69,70,0.8,0.2,9,3,2,2,3.5,3,1,0.5,0.5,0.5,0,0,0.5,0.25,0,0,0.25,0,0,0,0,0,0.25,2,4.5,4,120,60,2,0.3783,0.2583,1.465,0.6366,5,5,4,0,0.75,0.03938,1.667,0,0.425,0.1677,0.5,0.125,0.4058,0.1875,0.32,2.625,3.125
'X2',0.5,0.5,0.5,0.5,7,5,3,3,3,7,74,71,0.5,0.5,2,3,1,2,2.571,4,2,0.4286,0.6667,0.4286,0.2857,0,0.4286,0,0.1429,0,0.1429,0,0,0,0,0,0.4,1.667,3.667,2.2,120,80,1.5,0.3464,0.2654,1.305,0.6118,4,5,3,0,0.6667,0.03868,2,0,0.4062,0.352,1.25,0.25,0.4281,0.374,0.2353,3.75,4.25
'X2',0.3333,0.3333,1,1,4,4,4,4,4,9,67,67,1,0,7,3,2,4,3,4,4,0.4,0.5,0.6,0.2,0,0.2,0.4,0.2,0,0,0,0,0,0,0,0.75,2,6.5,2,80,60,1.333,0.3644,0.1872,1.947,0.5516,4,5,4,0,0.5,0.03828,2,0,0.375,0.1369,0.5,0.25,0.3495,0.1369,0.3077,2.75,3.25
'X2',0.2857,0.2857,0.5,0.5,2,2,6,6,6,9,64,66,1,0,4,6,1,2,2.833,3,2,0.6667,0.25,0.1667,0,0,0.6667,0.1667,0.1667,0,0,0,0,0,0,0,0.5,2,5,2,120,60,2,0.3317,0.2136,1.553,0.5453,5,5,5,0,0.6,0.0372,1.75,0,0.4286,0.2782,1,0.25,0.3328,0.1291,0.25,3.5,4
'X2',0.5,0.5,1,1,2,2,2,2,2,2,74,75,0,1,2,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3333,1.5,2,2,120,80,1.5,0.2642,0.2551,1.036,0.5194,4,4,4,0,0.25,0.03907,2,0,0.4584,0.2765,0.8335,0.25,0.2773,0.2096,0.48,1.583,2.083
'X2',0.6,0.6,0.6667,0.6667,2,2,2,2,2,2,76,75,0,1,4,1,2,2,1.5,2,2,0.75,0.3333,0.25,0.25,0,0.75,0,0,0,0,0,0,0,0,0,0.3333,1.5,2,1.667,120,80,1.5,0.501,0.3326,1.506,0.8336,3,3,3,0,0.6667,0.04893,2.5,0,0.3,0.1118,0.5,0.25,0.2495,0,0.4,2,2.5
'X2',0.5,0.5,0.5,0.5,4,4,3,3,3,4,71,69,1,0,11,1,3,0,2,3,2,0.3333,1,0.6667,0.3333,0,0.3333,0.3333,0,0,0,0,0,0,0,0,0.5,2,4,1,80,60,1.333,0.4986,0.2777,1.795,0.7763,3,3,3,0,0.3333,0.04806,2,0,0.375,0.1443,0.5,0.25,0.3328,0.1443,0.4,2,2.5
'X2',0.3333,0.3333,1,1,1,11,4,4,4,5,71,71,0.8333,0.1667,0,2,2,2,1.6,2,1,0.6,0.6667,0,0,0.4,1,0,0,0,0,0,0,0,0,0,0.6,5,3,3,80,120,1.5,0.2962,0.2891,1.024,0.5853,4,5,5,0,0.4,0.03781,2,0,0.375,0.2092,0.75,0.25,0.3995,0.2236,0.3077,2.75,3.25
'X2',0.6,0.6,0.3333,0.3333,5,5,3,3,3,5,69,67,1,0,9,2,2,0,1.75,3,2,0.5,0.5,0.5,0.5,0,0.25,0,0.25,0,0,0,0,0,0,0.2,0.5,2,5,1,120,40,3,0.3246,0.1794,1.809,0.504,5,5,5,0,0.6,0.03652,1.25,0,0.6,0.5259,1.5,0.125,0.6245,0.6038,0.25,3.5,4
'X2',0.25,0.25,1,1,5,7,6,6,6,9,69,71,0.625,0.375,2,6,0,2,2.286,3,1,0.7143,0.2,0,0,0.1429,0.8571,0,0.1429,0,0,0,0,0,0,0,0.5714,7,9,4,120,80,1.5,0.2644,0.2599,1.017,0.5242,5,5,5,0,0.6,0.03594,2.667,0,0.3125,0.1157,0.5,0.25,0.3209,0.122,0.2857,3,3.5
'X2',0.25,0.25,1,1,2,2,4,4,4,5,62,64,1,0,2,2,2,2,3,2,3,0.6667,0.5,0,0,0,0.6667,0,0.3333,0,0,0,0,0,0,0,0.3333,3,4,0,120,80,1.5,0.2759,0.263,1.049,0.5389,4,4,4,0,0.5,0.03919,2,0,0.4375,0.2394,0.75,0.25,0.4162,0.2887,0.3636,2.25,2.75
'X2',0.5,0.5,1,1,2,2,2,2,2,2,72,73,0.5,0.5,0,1,2,2,1.333,2,2,0.6667,0.5,0.3333,0.3333,0,0.6667,0,0,0,0,0,0,0,0,0,0.5,2,2,2,120,80,1.5,0.682,0.318,2.144,1,2,2,2,0,0.5,0.05916,2,0,0.25,0,0.25,0.25,0.2495,0,0.5,1.5,2
'X2',0.5,0.5,1,1,2,2,2,2,2,2,69,70,1,0,9,1,2,0,0.6667,2,2,0.6667,0.5,0.6667,0.6667,0,0.3333,0,0,0,0,0,0,0,0,0,1,0,0,1,120,103,1.165,0.3402,0.3351,1.015,0.6753,3,3,3,0,0.3333,0.04522,2,0,0.6875,0.6177,1.583,0.1665,0.2495,0.2204,0.4816,1.083,2.25
'X2',0.6,0.6,0.6667,0.6667,2,10,2,2,2,2,71,71,0.6,0.4,11,1,2,2,1.5,2,2,0.75,0.3333,0.25,0.25,0,0.75,0,0,0,0,0,0,0,0,0,0.6667,1.5,2,2,120,80,1.5,0.4891,0.3302,1.481,0.8193,3,3,3,0,0.6667,0.04839,2.5,0,0.25,0,0.25,0.25,0.2495,0,0.4444,1.75,2.25
'X2',0.5,0.5,0.5,0.5,1,11,3,3,3,3,71,72,0.75,0.25,11,1,3,0,1.667,3,2,0.3333,1,0.6667,0.3333,0,0.3333,0.3333,0,0,0,0,0,0,0,0,0.5,2,3,1,120,80,1.5,0.6823,0.3177,2.148,1,2,2,2,0,0.5,0.05917,2,0,0.25,0,0.25,0.25,0.2495,0,0.5,1.5,2
'X2',0.4,0.4,0.5,0.5,3,3,4,4,4,8,65,65,1,0,5,3,2,0,3.5,4,1,0.25,1,0.25,0.25,0.25,0.25,0,0.25,0,0,0.25,0,0,0,0,0.6667,1.5,6.5,1,80,120,1.5,0.3832,0.2549,1.503,0.6381,5,5,5,0,0.4,0.03947,1.667,0,0.4,0.1369,0.5,0.25,0.3745,0.1443,0.3333,2.5,3
'X2',0.4286,0.4286,0.6667,0.6667,2,2,4,4,4,5,69,69,1,0,9,2,3,2,2,3,1,0.6667,0.25,0.1667,0,0.1667,0.8333,0.1667,0,0,0,0,0,0,0,0,0.6667,3,5,3.333,120,80,1.5,0.327,0.259,1.263,0.586,4,5,4,0,0.5,0.03822,2.333,0,0.2857,0.09449,0.5,0.25,0.2495,0,0.3333,2.5,3
'X2',0.4286,0.4286,0.6667,0.6667,2,9,3,3,3,5,71,71,0.7143,0.2857,11,2,1,0,1.333,3,3,0.5,0.6667,0.8333,0.5,0,0.1667,0.3333,0,0,0,0,0,0,0,0,0.6667,3,5,1.5,120,80,1.5,0.254,0.1767,1.438,0.4307,3,10,3,0,0.6667,0.0289,3.5,0,0.25,0.07217,0.375,0.125,0.2495,0.07906,0.3636,2.25,2.75
'X2',0.5,0.5,0.5,0.5,1,1,3,3,3,3,67,67,1,0,7,1,3,2,1.667,2,1,0.6667,0.5,0,0,0.3333,1,0,0,0,0,0,0,0,0,0,0.3333,3,2,2,160,96,1.667,0.5248,0.2413,2.175,0.7661,3,3,3,0,0.6667,0.04887,4,0,0.2188,0.1197,0.375,0.125,0.2495,0.125,0.5333,1.375,1.875
'X2',0.3333,0.3333,1,1,7,7,4,4,4,9,62,66,1,0,2,3,1,2,2.2,3,2,0.6,0.3333,0.2,0.2,0,0.6,0,0.2,0,0,0,0,0,0,0,0.75,4,9,1.5,120,80,1.5,0.3455,0.2717,1.272,0.6172,4,5,4,0,0.75,0.0388,2,0,0.375,0.2092,0.75,0.25,0.2995,0.1118,0.3077,2.75,3.25
'X2',0.3333,0.3333,1,1,4,4,3,3,3,5,62,65,1,0,2,2,1,1,3,2,4,0.5,1,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0.5,2,1,0,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,1.5,0,0.3333,0.1443,0.5,0.25,0.2495,0,0.5,1.5,2
'X2',0.4,0.4,1,1,3,9,3,3,3,8,59,61,1,0,2,2,2,3,3.5,2,2,0.75,0.3333,0.75,0,0,0,0.75,0.25,0,0,0,0,0,0,0,0.75,2,3,2,120,40,3,0.4156,0.3026,1.373,0.7183,3,3,3,0,1,0.04593,1,0.8839,0.8,0.4472,1.5,0.5,0.7495,0.5,0.2,4.5,5
'X2',0.3333,0.3333,1,1,2,9,3,3,3,3,69,70,1,0,0,1,3,1,1.5,2,1,0.5,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,1.5,0.3368,0.3316,1.016,0.6684,3,3,3,0,0.6667,0.04522,0.6,0.5303,1.333,1.041,2.5,0.5,0.7495,0.3536,0.2,4.5,5
'X2',0.75,0.75,0.3333,0.3333,2,2,2,2,2,2,67,67,1,0,7,1,2,0,0.6667,2,2,0.6667,0.5,0.6667,0.6667,0,0.3333,0,0,0,0,0,0,0,0,0,1,0,0,1,120,80,1.5,0.6621,0.3379,1.96,1,2,2,2,0,0.5,0.05844,2,0,0.25,0,0.25,0.25,0.2495,0,0.5,1.5,2
'X2',0.6667,0.6667,0.5,0.5,4,4,2,2,2,4,67,68,1,0,7,1,2,0,2,2,4,0.5,1,1,0.5,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0,1,120,60,2,0.6563,0.3437,1.91,1,2,2,2,0,1,0.05824,1.5,0,0.5,0,0.5,0.5,0.4995,0,0.4,2,2.5
'X2',0.4286,0.4286,0.6667,0.6667,2,2,4,4,4,5,71,71,0.8571,0.1429,11,2,3,3,2.333,3,1,0.5,0.6667,0.5,0,0.1667,0.5,0.5,0,0,0,0,0,0,0,0,0.5,2,4.333,3,120,60,2,0.3568,0.2924,1.22,0.6491,3,5,3,0,1,0.04056,1.75,0,0.4286,0.122,0.5,0.25,0.4578,0.1021,0.25,3.5,4
'X2',0.5,0.5,1,1,7,5,2,2,2,7,58,61,1,0,5,2,0,7,7,1,7,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,48,0,48,1,0,0,1,1,1,1,0,1,0.07881,1,0,0.625,0.5303,1,0.25,1.25,0,0.5,1.5,2.5
'X2',0.4,0.4,0.5,0.5,1,2,4,4,4,5,72,73,0.6,0.4,0,2,2,1,1.5,2,1,0.5,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0.4,0.75,4,1,2,120,160,1.333,0.3685,0.2394,1.539,0.6079,5,5,5,0,0.4,0.03862,2.5,0,0.3,0.1677,0.5,0.125,0.2495,0.1443,0.4,2,2.5
'X2',0.3333,0.3333,1,1,2,9,3,3,3,3,69,70,1,0,0,1,3,1,1.5,2,1,0.5,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,1.5,0,0.5,0.433,1,0.25,0.2495,0,0.4,2,2.5
'X2',0.2857,0.2857,1,1,2,2,5,5,5,7,72,71,0.7143,0.2857,0,4,3,2,1.167,3,2,0.5,0.6667,0.3333,0.3333,0.1667,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,1,120,60,2,0.3195,0.2579,1.239,0.5773,5,5,5,0,0.6,0.03762,1.75,0,0.4643,0.1725,0.75,0.25,0.4162,0.1291,0.2353,3.75,4.25
'X2',0.5,0.5,1,1,3,9,2,2,2,3,71,72,0.5,0.5,2,1,2,0,1,2,3,0.6667,0.5,1,0.6667,0,0,0.3333,0,0,0,0,0,0,0,0,1,0,0,1,120,80,1.5,0.6583,0.3417,1.926,1,2,2,2,0,0.5,0.0583,2,0,0.375,0.25,0.75,0.25,0.2495,0,0.4,2,2.5
'X2',0.75,0.75,0.3333,0.3333,2,2,2,2,2,2,69,68,1,0,9,1,2,2,1.333,2,2,0.6667,0.5,0.3333,0.3333,0,0.6667,0,0,0,0,0,0,0,0,0,0.5,2,2,1.5,120,60,2,0.5098,0.2586,1.971,0.7684,3,3,3,0,1,0.04836,1.333,0,0.6875,0.5543,1.5,0.25,0.8328,0.5774,0.2667,3.25,3.75
'X2',0.2857,0.2857,1,1,5,5,5,5,4,12,74,77,0.1429,0.8571,2,3,1,2,3.167,4,1,0.3333,1,0.5,0,0,0.3333,0.5,0.1667,0,0,0,0,0,2,0,0.5,3,7.5,2.5,80,120,1.5,0.3275,0.2039,1.606,0.5314,5,5,5,0,0.4,0.037,2.333,0,0.3571,0.1336,0.5,0.25,0.3745,0.1369,0.2857,3,3.5
'X2',0.5,0.5,1,1,5,5,2,2,2,5,62,64,1,0,2,2,0,5,5,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48,0,48,1,0,0,1,1,1,1,0,1,0.07881,1,0,0.25,0,0.25,0.25,1.25,0,0.8,1.25,2.5
'X2',0.2857,0.2857,1,1,2,2,5,5,5,7,60,63,1,0,0,3,4,4,3.333,4,1,0.3333,1,0.5,0.1667,0,0.1667,0.3333,0.3333,0,0,0,0,0,0,0,0.4,1.667,4.667,1.5,48,60,1.25,0.2204,0.2143,1.029,0.4347,5,5,5,0,0.2,0.03521,2.333,0,0.3929,0.244,0.75,0.25,0.4162,0.2582,0.2667,3.25,3.75
'X2',0.6667,0.6667,0.25,0.25,2,2,3,3,3,5,74,75,0,1,2,2,2,0,2.4,3,5,0.4,1,0.4,0.4,0,0.2,0,0.4,0,0,0,0,0,0,0,0.3333,1.5,3.5,1.333,80,120,1.5,0.3282,0.2496,1.315,0.5777,4,5,4,0,0.5,0.03763,2,0,0.375,0.1369,0.5,0.25,0.3995,0.1369,0.3077,2.75,3.25
'X2',0.3333,0.3333,1,1,3,3,3,3,3,5,64,66,1,0,4,2,1,2,2.5,2,1,0.5,1,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,1.5,0,0.4167,0.2887,0.75,0.25,0.2495,0,0.4444,1.75,2.25
'X2',0.25,0.25,1,1,2,7,4,4,4,5,67,69,1,0,0,2,2,2,1.667,2,1,0.6667,0.5,0,0,0.3333,1,0,0,0,0,0,0,0,0,0,1,0,0,0,120,60,2,0.5283,0.2416,2.187,0.7699,3,3,3,0,0.6667,0.049,2,0,0.3125,0.125,0.5,0.25,0.3328,0.1443,0.4444,1.75,2.25
'X2',0.6667,0.6667,0.5,0.5,3,9,2,2,2,3,69,70,1,0,9,1,2,0,1.5,2,3,0.5,1,1,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,80,60,1.333,0.552,0.448,1.232,1,2,2,2,0,0.5,0.05586,1.5,0,0.4167,0.2887,0.75,0.25,0.4995,0.3536,0.4444,1.75,2.25
'X2',0.25,0.25,1,1,5,2,4,4,4,9,67,72,0.5,0.5,0,3,1,2,3,2,3,0.6667,0.5,0,0,0,0.6667,0,0.3333,0,0,0,0,0,0,0,1,0,0,0,80,120,1.5,0.502,0.2492,2.014,0.7513,3,3,3,0,0.3333,0.04808,2,0,0.4375,0.2394,0.75,0.25,0.3328,0.1443,0.3636,2.25,2.75
'X2',1,1,0,0,74,2,1,1,1,0,74,74,0,1,2,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,160,0,160,1,0,0,1,1,1,1,0,1,0.07881,1,0,0.25,0.1768,0.375,0.125,0.3745,0,0.75,1.5,2
'X2',0.5,0.5,1,1,3,9,2,2,2,3,71,72,0.5,0.5,2,1,2,3,2,2,3,0.6667,0.5,1,0.3333,0,0,0.6667,0,0,0,0,0,0,0,0,0.5,2,3,2,120,60,2,0.5289,0.2473,2.139,0.7762,3,3,3,0,0.6667,0.04904,2,0,0.375,0.1443,0.5,0.25,0.3328,0.1443,0.4,2,2.5
'X2',0.8,0.8,0.25,0.25,5,7,2,2,2,5,76,75,0.2,0.8,4,2,1,0,1.25,2,5,0.75,0.3333,0.75,0.75,0,0,0,0.25,0,0,0,0,0,0,0,1,0,0,1,120,60,2,0.3731,0.2508,1.487,0.624,5,5,5,0,0.6,0.03899,1.667,0,0.4,0.1369,0.5,0.25,0.437,0.125,0.3333,2.5,3
'X2',0.25,0.25,1,1,2,2,4,4,4,9,62,66,1,0,2,2,0,2,3.667,3,2,0.3333,1,0.3333,0,0,0.3333,0.3333,0.3333,0,0,0,0,0,0,0,0.6667,3,2,0,120,60,2,0.5213,0.3324,1.568,0.8536,3,3,2,0,1,0.04984,1.333,0,0.5,0,0.5,0.5,0.4995,0,0.3333,2.5,3
