@relation groupran
@attribute class {'X1','X2','X3','X4','X5'}
@attribute Prevalence_of_Most_Common_Pitch numeric
@attribute Prevalence_of_Most_Common_Pitch_Class numeric
@attribute Relative_Prevalence_of_Top_Pitches numeric
@attribute Relative_Prevalence_of_Top_Pitch_Classes numeric
@attribute Interval_Between_Most_Prevalent_Pitches numeric
@attribute Interval_Between_Most_Prevalent_Pitch_Classes numeric
@attribute Number_of_Common_Pitches numeric
@attribute Pitch_Variety numeric
@attribute Pitch_Class_Variety numeric
@attribute Range numeric
@attribute Most_Common_Pitch numeric
@attribute Mean_Pitch numeric
@attribute Importance_of_Middle_Register numeric
@attribute Importance_of_High_Register numeric
@attribute Most_Common_Pitch_Class numeric
@attribute Dominant_Spread numeric
@attribute Strong_Tonal_Centres numeric
@attribute Most_Common_Melodic_Interval numeric
@attribute Mean_Melodic_Interval numeric
@attribute Number_of_Common_Melodic_Intervals numeric
@attribute Distance_Between_Most_Prevalent_Melodic_Intervals numeric
@attribute Prevalence_of_Most_Common_Melodic_Interval numeric
@attribute Relative_Prevalence_of_Most_Common_Melodic_Intervals numeric
@attribute Amount_of_Arpeggiation numeric
@attribute Repeated_Notes numeric
@attribute Chromatic_Motion numeric
@attribute Stepwise_Motion numeric
@attribute Melodic_Thirds numeric
@attribute Melodic_Perfect_Fourths numeric
@attribute Melodic_Tritones numeric
@attribute Melodic_Perfect_Fifths numeric
@attribute Melodic_Sixths numeric
@attribute Melodic_Sevenths numeric
@attribute Melodic_Octaves numeric
@attribute Melodic_Large_Intervals numeric
@attribute Minor_Major_Melodic_Third_Ratio numeric
@attribute Melodic_Embellishments numeric
@attribute Direction_of_Melodic_Motion numeric
@attribute Average_Length_of_Melodic_Arcs numeric
@attribute Average_Interval_Spanned_by_Melodic_Arcs numeric
@attribute Melodic_Pitch_Variety numeric
@attribute Strongest_Rhythmic_Pulse numeric
@attribute Second_Strongest_Rhythmic_Pulse numeric
@attribute Harmonicity_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Strength_of_Strongest_Rhythmic_Pulse numeric
@attribute Strength_of_Second_Strongest_Rhythmic_Pulse numeric
@attribute Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Combined_Strength_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Number_of_Strong_Rhythmic_Pulses numeric
@attribute Number_of_Moderate_Rhythmic_Pulses numeric
@attribute Number_of_Relatively_Strong_Rhythmic_Pulses numeric
@attribute Rhythmic_Looseness numeric
@attribute Polyrhythms numeric
@attribute Rhythmic_Variability numeric
@attribute Note_Density numeric
@attribute Note_Density_Variability numeric
@attribute Average_Note_Duration numeric
@attribute Variability_of_Note_Durations numeric
@attribute Maximum_Note_Duration numeric
@attribute Minimum_Note_Duration numeric
@attribute Amount_of_Staccato numeric
@attribute Average_Time_Between_Attacks numeric
@attribute Variability_of_Time_Between_Attacks numeric
@attribute Complete_Rests numeric
@attribute Longest_Complete_Rest numeric
@attribute Duration numeric
@data
'X5',0.5,0.5,0.5,0.5,5,7,3,3,3,5,74,72,0.5,0.5,2,2,2,0,2.667,3,3,0.3333,1,0.6667,0.3333,0,0,0.3333,0.3333,0,0,0,0,0,0,0,0,0.5,2,5,1,48,120,2.5,0.4,0.4,1,0.8,3,3,3,0,0.3333,0.04702,1.333,0,0.5625,0.125,0.75,0.5,0,0.5828,0.1443,0.3077,2.75,3.25
'X5',0.4,0.4,0.5,0.5,2,2,4,4,4,9,62,65,1,0,2,2,1,2,4.75,4,1,0.25,1,0.25,0,0,0.25,0.25,0.25,0,0,0.25,0,0,0,0,0,0.75,2,5,3,120,40,3,0.3333,0.1667,2,0.5,5,5,5,0,0.6,0.03674,1.667,0,0.55,0.2739,1,0.25,0,0.562,0.3146,0.2667,3.25,3.75
'X5',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,74,73,0.3333,0.6667,2,1,2,0,1,2,2,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,1.5,0,0.4167,0.2887,0.75,0.25,0,0.2495,0,0.4444,1.75,2.25
'X5',0.2,0.4,1,0.5,3,9,5,5,4,12,59,65,1,0,11,2,1,5,4.25,3,2,0.5,0.5,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,1,0,0.75,4,12,0,120,80,1.5,0.4286,0.2857,1.5,0.7143,4,4,4,0,0.5,0.04329,2.5,0,0.3,0.1118,0.5,0.25,0,0.312,0.125,0.4,2,2.5
'X5',0.4,0.4,1,1,5,5,3,3,3,9,60,63,1,0,0,2,1,5,5.75,3,1,0.5,0.5,0.25,0,0,0,0.25,0.5,0,0,0.25,0,0,0,0,0,0.5,2,7,2.5,60,80,1.333,0.2857,0.2857,1,0.5714,4,4,4,0,0.5,0.04024,1.667,0,0.4,0.2236,0.75,0.25,0,0.437,0.2394,0.3333,2.5,3
'X5',0.375,0.375,1,1,4,4,4,4,4,9,67,68,1,0,7,3,2,0,2.857,4,4,0.2857,1,0.5714,0.2857,0,0.1429,0.2857,0.2857,0,0,0,0,0,0,0,0.125,0.6,2.5,5.5,2.25,48,80,1.667,0.1765,0.1765,1,0.3529,4,9,9,0,0.2222,0.02912,2.667,0,0.3594,0.1239,0.5,0.125,0,0.3567,0.1336,0.2581,3.375,3.875
'X5',0.5,0.5,0.5,0.5,5,7,4,4,4,11,72,71,0.875,0.125,0,2,1,0,3.143,5,1,0.4286,0.3333,0.7143,0.4286,0.1429,0.1429,0.1429,0,0.1429,0,0,0.1429,0,0,0,0,0.25,2,8,2,80,120,1.5,0.2,0.2,1,0.4,3,8,7,0,0.2857,0.02945,4,0,0.2344,0.1239,0.5,0.125,0,0.2495,0.125,0.3478,2.375,2.875
'X5',0.6,0.6,0.3333,0.3333,7,5,3,3,3,10,69,72,0.6,0.4,9,2,2,0,4.25,3,7,0.5,0.5,1,0.5,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0.5,2,10,1,120,60,2,0.375,0.25,1.5,0.625,5,5,5,0,0.6,0.03903,1.667,0,0.55,0.2739,1,0.25,0,0.437,0.125,0.2667,3.25,3.75
'X5',0.3333,0.3333,1,1,3,2,3,3,3,5,71,73,0.3333,0.6667,2,2,1,2,3.5,2,3,0.5,1,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0.5,2,2,0,69,120,1.739,0.3333,0.3333,1,0.6667,3,3,3,0,0.3333,0.04522,1.5,0,0.4583,0.07217,0.5,0.375,0,0.437,0.08839,0.4211,1.875,2.375
'X5',0.5,0.5,0.5,0.5,2,2,3,3,3,7,66,66,1,0,6,3,1,0,3,3,2,0.3333,1,0.6667,0.3333,0,0.3333,0,0,0,0.3333,0,0,0,0,0,0,0.5,2,2,1,48,40,1.2,0.5,0.25,2,0.75,3,3,3,0,0.3333,0.04801,2,0,0.4375,0.375,1,0.25,0,0.4995,0.433,0.3636,2.25,2.75
'X5',0.4,0.4,0.5,0.5,1,1,4,4,4,5,67,68,1,0,7,2,2,2,3.25,3,2,0.5,0.5,0.25,0,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0.5,1.333,2.667,2,80,120,1.5,0.375,0.25,1.5,0.625,5,5,5,0,0.4,0.03903,2.5,0,0.35,0.1369,0.5,0.25,0,0.3745,0.1443,0.3636,2.25,2.75
'X5',1,1,0,0,67,7,1,1,1,0,67,67,1,0,7,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,1,54,60,1.111,0.5,0.5,1,1,2,2,2,0,0.5,0.05555,1.5,0,0.5417,0.439,1,0.125,0,0.562,0.6187,0.381,2.125,2.625
'X5',0.6667,0.6667,0.5,0.5,4,4,2,2,2,4,67,68,1,0,7,1,2,4,4,1,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,2,4,2,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,1.5,0,0.5833,0.5774,1.25,0.25,0,0.2495,0,0.3636,2.25,2.75
'X5',0.3333,0.3333,1,1,2,5,3,3,3,7,67,70,0.6667,0.3333,2,3,0,2,4.5,2,5,0.5,1,0.5,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,2,7,0,80,120,1.5,0.5,0.5,1,1,2,2,2,0,0.5,0.05555,1.5,0,0.3333,0.1443,0.5,0.25,0,0.3745,0.1768,0.5,1.5,2
'X5',0.5,0.5,0.5,0.5,2,7,3,3,3,5,67,68,1,0,7,2,2,5,4,2,3,0.6667,0.5,0,0,0,0.3333,0,0.6667,0,0,0,0,0,0,0,0,0.6667,1.5,5,2,80,40,2,0.4,0.2,2,0.6,4,4,4,0,0.5,0.04137,2,0,0.4375,0.2394,0.75,0.25,0,0.4995,0.25,0.3636,2.25,2.75
'X5',0.5,0.5,0.5,0.5,7,5,3,3,3,7,74,71,0.5,0.5,2,2,2,0,2.333,3,3,0.3333,1,1,0.3333,0,0,0.6667,0,0,0,0,0,0,0,1,0,0,0,0,1,120,60,2,0.5,0.25,2,0.75,3,3,3,0,0.6667,0.04801,2,0,0.375,0.1443,0.5,0.25,0,0.3328,0.1443,0.4,2,2.5
'X5',0.3333,0.3333,1,1,5,5,4,4,4,5,66,68,1,0,6,2,2,5,3,5,5,0.375,0.6667,0.5,0.25,0,0.125,0.25,0.375,0,0,0,0,0,0,1,0,0.5,1.2,4.2,2.4,48,160,3.333,0.2222,0.2222,1,0.4444,5,8,5,0,0.2,0.03105,1.8,1.591,0.4444,0.2348,1,0.125,0,0.4526,0.2494,0.2,4.5,5
'X5',0.4286,0.4286,0.6667,0.6667,7,7,4,4,4,7,67,64,1,0,7,3,2,2,3,5,2,0.3333,0.5,0.6667,0.1667,0,0.3333,0.3333,0,0,0.1667,0,0,0,0,1,0,0.6,1.667,3.667,2.333,120,60,2,0.2667,0.2,1.333,0.4667,4,8,4,0,0.75,0.03145,2.333,0,0.3929,0.1519,0.5,0.125,0,0.3745,0.1581,0.2667,3.25,3.75
'X5',0.25,0.25,1,1,5,4,4,4,4,8,64,69,1,0,0,3,1,2,4.333,3,1,0.3333,1,0.3333,0,0,0.3333,0.3333,0,0,0,0.3333,0,0,0,0,0,0.6667,1.5,5.5,0,80,60,1.333,0.5,0.25,2,0.75,3,3,3,0,0.3333,0.04801,2,0,0.375,0.1443,0.5,0.25,0,0.3328,0.1443,0.4,2,2.5
'X5',0.3333,0.3333,1,1,7,1,3,3,3,8,59,64,1,0,6,2,1,7,7.5,2,1,0.5,1,0.5,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0.5,2,7,0,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,1.5,0,0.3333,0.1443,0.5,0.25,0,0.2495,0,0.5,1.5,2
'X5',0.5,0.5,0.3333,0.3333,9,3,4,4,4,9,76,72,0.5,0.5,4,3,2,0,5,5,4,0.2,1,0.6,0.2,0,0,0.2,0.2,0,0.2,0.2,0,0,0,0,0,0.5,2,9,2,120,40,3,0.5,0.25,2,0.75,3,3,3,0,1,0.04801,1.2,1.061,0.6667,0.4082,1.5,0.5,0,0.6995,0.4472,0.2,4.5,5
'X5',0.4,0.4,1,1,2,2,3,3,3,5,69,70,0.8,0.2,9,2,2,5,3,3,5,0.5,0.5,0.25,0.25,0,0.25,0,0.5,0,0,0,0,0,0,0,0,0.6667,1.5,5,1.5,44,48,1.091,0.1429,0.1429,1,0.2857,7,7,7,0,0.1429,0.02922,2.5,0,0.325,0.2437,0.75,0.125,0,0.3433,0.2772,0.381,2.125,2.625
'X5',0.4286,0.4286,0.6667,0.6667,7,5,4,4,4,8,78,75,0.2857,0.7143,6,2,1,7,3.833,5,7,0.3333,0.5,0.6667,0.1667,0.1667,0.1667,0.1667,0.1667,0,0.3333,0,0,0,0,0,0,0.6,2.5,8,3,120,60,2,0.3333,0.2667,1.25,0.6,4,5,4,0,0.75,0.03859,2.333,0,0.3929,0.1336,0.5,0.25,0,0.4162,0.1291,0.2667,3.25,3.75
'X5',0.5,0.5,0.5,0.5,5,5,3,3,3,5,69,67,1,0,9,2,2,2,3.333,3,1,0.3333,1,0.3333,0,0,0.3333,0.3333,0.3333,0,0,0,0,0,0,0,0,0.6667,3,5,3,120,60,2,0.5,0.25,2,0.75,3,3,3,0,0.6667,0.04801,2,0,0.375,0.1443,0.5,0.25,0,0.3328,0.1443,0.4,2,2.5
'X5',0.5,0.5,1,1,3,9,2,2,2,3,71,72,0.5,0.5,2,1,2,0,1,2,3,0.6667,0.5,1,0.6667,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,1,40,60,1.5,0.25,0.25,1,0.5,4,4,4,0,0.75,0.03903,1.333,0,0.4375,0.125,0.5,0.25,0,0.5828,0.3819,0.4615,1.75,3.25
'X5',0.6667,0.6667,0.5,0.5,7,7,2,2,2,7,69,66,1,0,9,2,1,0,3.5,2,7,0.5,1,1,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0,1,120,60,2,0.6667,0.3333,2,1,2,2,2,0,1,0.0586,1,0,0.8333,0.5774,1.5,0.5,0,0.4995,0,0.2857,3,3.5
'X5',0.2,0.2,1,1,4,2,5,5,5,10,62,68,1,0,0,2,1,1,5.25,4,2,0.25,1,0.75,0,0.25,0.25,0.25,0,0,0.25,0,0.25,0,0,0,0,0.5,1.333,6.667,0,120,44,2.727,0.25,0.125,2,0.375,7,7,7,0,0.2857,0.03062,2.5,0,0.375,0.1768,0.5,0.125,0,0.3433,0.1875,0.3478,2.375,2.875
'X5',0.2857,0.2857,1,1,4,5,5,5,4,12,67,69,0.8571,0.1429,2,3,1,0,6.4,5,4,0.2,1,0.8,0.2,0,0,0.2,0,0,0.2,0.2,0,0.2,0,0,0,0.5,1.333,8.333,3,69,80,1.159,0.2222,0.2222,1,0.4444,7,7,7,0,0.1429,0.03105,2.333,0,0.7976,1.023,3.042,0.125,0,0.4578,0.3034,0.2824,3.041,3.542
'X5',0.2857,0.2857,1,1,2,5,4,4,4,7,67,70,0.7143,0.2857,2,3,1,0,1.167,3,2,0.5,0.6667,0.6667,0.5,0,0.3333,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,1,80,120,1.5,0.2143,0.2143,1,0.4286,4,8,8,0,0.25,0.0303,2.333,0,0.3036,0.2023,0.75,0.125,0,0.312,0.2201,0.32,2.625,3.125
'X5',0.3333,0.3333,1,1,7,5,4,4,4,7,67,70,0.6667,0.3333,2,3,1,2,3,4,2,0.4,0.5,0.6,0.2,0,0.4,0.2,0,0,0.2,0,0,0,0,0,0,0.5,1.333,2.667,1.5,120,48,2.5,0.3,0.2,1.5,0.5,4,5,5,0,0.6,0.03655,2,0,0.375,0.1369,0.5,0.25,0,0.3995,0.1369,0.3077,2.75,3.25
'X5',0.3333,0.3333,1,1,6,6,3,3,3,9,60,65,1,0,0,1,3,3,6,2,6,0.5,1,0.5,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0.5,2,3,0,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,1.5,0,0.3333,0.1443,0.5,0.25,0,0.2495,0,0.5,1.5,2
'X5',0.25,0.5,1,0.5,4,5,4,4,3,12,67,72,0.5,0.5,7,2,2,4,5.333,3,1,0.3333,1,0.6667,0,0,0,0.3333,0.3333,0,0.3333,0,0,0,0,0,0,0.3333,3,12,0,120,60,2,0.5,0.25,2,0.75,3,3,3,0,0.6667,0.04801,2,0,0.375,0.1443,0.5,0.25,0,0.3328,0.1443,0.4,2,2.5
'X5',0.6,0.6,0.6667,0.6667,2,2,2,2,2,2,71,70,1,0,11,1,2,0,0.5,2,2,0.75,0.3333,0.75,0.75,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,60,2,0.375,0.25,1.5,0.625,5,5,5,0,0.6,0.03903,2.5,0,0.375,0.125,0.5,0.25,0,0.3745,0.1443,0.3478,2.375,2.875
'X5',0.4,0.4,0.5,0.5,7,7,4,4,4,7,69,66,1,0,9,4,1,2,2.75,3,2,0.5,0.5,0.5,0.25,0,0.5,0,0,0,0.25,0,0,0,0,0,0,0.6667,1.5,4.5,1,60,40,1.5,0.3333,0.1667,2,0.5,5,5,5,0,0.4,0.03674,1.25,0,0.6,0.3791,1,0.25,0,0.687,0.375,0.25,3.5,4
'X5',0.25,0.25,1,1,2,5,4,4,4,7,67,70,0.75,0.25,2,3,1,2,4,3,1,0.3333,1,0.6667,0,0,0.3333,0.3333,0,0,0.3333,0,0,0,0,0,0,0.6667,1.5,5,0,80,40,2,0.4,0.2,2,0.6,4,4,4,0,0.5,0.04137,1.333,0,0.5,0.2041,0.75,0.25,0,0.4995,0.25,0.3333,2.5,3
'X5',0.6,0.6,0.6667,0.6667,5,7,2,2,2,5,74,72,0.4,0.6,2,2,1,5,3.75,2,5,0.75,0.3333,0.25,0.25,0,0,0,0.75,0,0,0,0,0,0,0,0,0.3333,1.5,5,2,120,48,2.5,0.375,0.25,1.5,0.625,4,4,4,0,0.5,0.04146,1.667,0,0.45,0.1118,0.5,0.25,0,0.437,0.125,0.3077,2.75,3.25
'X5',0.4,0.4,0.5,0.5,1,11,4,4,4,5,71,72,0.6,0.4,11,2,3,1,2.25,3,1,0.5,0.5,0,0,0.5,0.75,0,0.25,0,0,0,0,0,0,0,0,0.5,1.333,2.333,2,40,60,1.5,0.3333,0.3333,1,0.6667,3,3,3,0,0.6667,0.04522,1,0.8839,0.6,0.2236,1,0.5,0,0.8745,0.4787,0.4,3.5,5
'X5',0.4,0.4,0.5,0.5,7,7,4,4,4,7,71,67,1,0,11,3,2,7,5,3,6,0.5,0.5,0.5,0,0.25,0.25,0,0.25,0,0.5,0,0,0,0,0,0,0.5,1.333,4.333,2,60,80,1.333,0.2857,0.2857,1,0.5714,4,4,4,0,0.5,0.04024,2.5,0,0.3,0.1118,0.5,0.25,0,0.312,0.125,0.4,2,2.5
'X5',0.4,0.4,0.5,0.5,4,5,4,4,4,11,66,66,0.8,0.2,6,2,3,0,3.75,4,2,0.25,1,0.5,0.25,0,0.25,0.25,0,0,0,0.25,0,0,0,0,0,0.3333,3,11,1,120,80,1.5,0.5,0.3333,1.5,0.8333,3,3,3,0,0.6667,0.04891,2.5,0,0.25,0,0.25,0.25,0,0.2495,0,0.4444,1.75,2.25
'X5',0.4,0.4,0.5,0.5,4,11,4,4,4,5,71,70,1,0,11,2,2,4,3.25,3,2,0.5,0.5,0.75,0,0,0.25,0.75,0,0,0,0,0,0,0,0.5,0,0.5,1.333,3.333,2,120,48,2.5,0.375,0.25,1.5,0.625,4,4,4,0,0.5,0.04146,1.667,0,0.4,0.1369,0.5,0.25,0,0.437,0.125,0.3333,2.5,3
'X5',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,74,73,0.3333,0.6667,2,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,2,2,2,160,0,160,1,0,0,1,1,1,1,0,1,0.07881,3,0,0.2917,0.1909,0.5,0.125,0,0.187,0.08839,0.5333,1.375,1.875
'X5',0.5,0.5,0.5,0.5,4,5,3,3,3,7,67,69,0.75,0.25,7,2,2,4,5,2,3,0.6667,0.5,1,0,0,0,0.6667,0,0,0.3333,0,0,0,0,0,0,0.3333,1.5,5.5,2,120,60,2,0.5,0.25,2,0.75,3,3,3,0,0.6667,0.04801,2,0,0.3125,0.125,0.5,0.25,0,0.3328,0.1443,0.4444,1.75,2.25
'X5',0.4286,0.4286,0.3333,0.3333,7,4,5,5,5,8,66,64,1,0,6,3,1,4,3.167,5,4,0.3333,0.5,0.5,0.1667,0.1667,0.3333,0.3333,0,0,0,0.1667,0,0,0,0,0,0.4,1.667,5.667,1.5,120,80,1.5,0.3333,0.2667,1.25,0.6,4,5,4,0,0.5,0.03859,2.333,0,0.3036,0.09835,0.5,0.25,0,0.2912,0.1021,0.32,2.625,3.125
'X5',0.4,0.4,0.5,0.5,5,5,4,4,4,5,69,67,1,0,9,2,3,0,2,4,1,0.25,1,0.25,0.25,0.25,0.5,0,0.25,0,0,0,0,0,0,0,0,0.6667,3,3,1,48,80,1.667,0.25,0.25,1,0.5,5,5,5,0,0.2,0.03645,1.667,0,0.4,0.1369,0.5,0.25,0,0.3745,0.1443,0.3333,2.5,3
'X5',0.5,0.5,1,1,5,7,2,2,2,5,71,73,0.5,0.5,4,2,0,5,3,2,5,0.6,0.6667,0.4,0.4,0,0,0,0.6,0,0,0,0,0,0,0,0,0.3333,1.5,5,1.75,120,48,2.5,0.3636,0.1818,2,0.5455,4,5,4,0,0.5,0.0382,2,0,0.4583,0.1021,0.5,0.25,0,0.4495,0.1118,0.2667,3.25,3.75
'X5',0.5,0.5,0.5,0.5,2,2,3,3,3,5,78,78,0,1,6,2,1,0,2.333,3,2,0.3333,1,0.3333,0.3333,0,0.3333,0,0.3333,0,0,0,0,0,0,0,0,0.5,2,5,1,96,120,1.25,0.3333,0.3333,1,0.6667,3,3,3,0,0.3333,0.04522,2,0,0.2812,0.1573,0.5,0.125,0,0.2078,0.07217,0.4706,1.625,2.125
'X5',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,71,70,1,0,11,1,2,0,1,2,2,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,160,0,160,1,0,0,1,1,1,1,0,1,0.07881,3,0,0.2083,0.07217,0.25,0.125,0,0.187,0.08839,0.6154,1.125,1.625
'X5',0.5,0.5,1,1,8,4,2,2,2,8,71,75,0.5,0.5,7,1,2,0,2.667,2,8,0.6667,0.5,0.6667,0.6667,0,0,0,0,0,0,0.3333,0,0,0,0,0,1,0,0,1,120,48,2.5,0.4,0.2,2,0.6,4,4,4,0,0.5,0.04137,1.333,0,0.5,0.2041,0.75,0.25,0,0.5828,0.1443,0.3333,2.5,3
'X5',0.7143,0.7143,0.4,0.4,4,4,2,2,2,4,71,69,1,0,11,1,2,0,1.333,2,4,0.6667,0.5,1,0.6667,0,0,0.3333,0,0,0,0,0,0,0,0,0,0.5,2,4,1.4,120,48,2.5,0.2857,0.2143,1.333,0.5,5,5,5,0,0.6,0.03606,2.333,0,0.3036,0.1417,0.5,0.125,0,0.3328,0.1291,0.32,2.625,3.125
'X5',0.5,0.5,0.5,0.5,3,5,3,3,3,10,70,71,0.75,0.25,10,2,2,3,6.667,3,4,0.3333,1,1,0,0,0,0.3333,0,0,0.3333,0,0.3333,0,0,0,0,0.6667,1.5,8.5,3,120,60,2,0.5,0.25,2,0.75,3,3,3,0,0.6667,0.04801,2,0,0.25,0,0.25,0.25,0,0.3328,0.1443,0.5556,1.25,2.25
'X5',0.4,0.4,0.5,0.5,5,2,4,4,4,10,62,66,1,0,2,4,1,7,7.25,3,2,0.5,0.5,0.75,0,0,0,0,0.25,0,0.5,0,0.25,0,0,0,0,0.5,1.333,7.333,2,120,80,1.5,0.4286,0.2857,1.5,0.7143,4,4,4,0,0.5,0.04329,2.5,0,0.3,0.1118,0.5,0.25,0,0.312,0.125,0.4,2,2.5
'X5',0.4444,0.6667,0.5,0.1667,12,2,5,5,4,12,62,67,0.7778,0.2222,2,4,1,5,5.75,6,5,0.375,0.3333,0.5,0.125,0,0.125,0,0.375,0,0.125,0,0.125,0.125,0,0,0,0.4286,1.75,8.5,3,120,60,2,0.3333,0.2667,1.25,0.6,4,4,4,0,0.75,0.04,1.8,1.591,0.3611,0.1318,0.5,0.25,0,0.437,0.2588,0.35,2.75,5
'X5',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,74,74,0,1,2,1,2,0,1,2,2,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.5714,1.25,1.75
'X5',0.4,0.4,0.5,0.5,2,11,4,4,4,5,71,71,0.8,0.2,11,2,2,2,2,3,1,0.5,0.5,0.25,0,0.25,0.75,0.25,0,0,0,0,0,0,0,0,0.2,0.75,4,5,3,120,40,3,0.25,0.125,2,0.375,7,7,7,0,0.4286,0.03062,2.5,0,0.375,0.3062,0.875,0.125,0,0.3745,0.3536,0.3478,2.375,2.875
'X5',0.4,0.4,0.5,0.5,4,11,4,4,4,5,71,70,1,0,11,2,2,1,1.5,2,1,0.5,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0.25,4,1,2,120,80,1.5,0.5,0.3333,1.5,0.8333,3,3,3,0,0.6667,0.04891,1.667,0,0.45,0.4472,1.25,0.25,0,0.2495,0,0.3077,2.75,3.25
'X5',0.2857,0.2857,1,1,5,7,5,5,5,9,69,71,0.5714,0.4286,2,5,0,5,4,4,5,0.5,0.3333,0.3333,0.1667,0,0.1667,0,0.5,0,0.1667,0,0,0,0,0,0,0.6,1.667,6.333,2,60,120,2,0.3077,0.3077,1,0.6154,3,5,3,0,0.6667,0.03939,1.75,0,0.5,0.1443,0.75,0.25,0,0.4995,0.1581,0.2222,4,4.5
'X5',0.6667,0.6667,0.5,0.5,4,4,2,2,2,4,67,68,1,0,7,1,2,0,2,2,4,0.5,1,1,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,80,120,1.5,0.5,0.5,1,1,2,2,2,0,0.5,0.05555,1.5,0,0.4167,0.1443,0.5,0.25,0,0.3745,0.1768,0.4444,1.75,2.25
'X5',0.6667,0.6667,0.5,0.5,3,9,2,2,2,3,71,72,0.6667,0.3333,11,1,2,3,3,1,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,2,3,2,80,120,1.5,0.5,0.5,1,1,2,2,2,0,0.5,0.05555,1.5,0,0.3333,0.1443,0.5,0.25,0,0.3745,0.1768,0.5,1.5,2
'X5',0.4286,0.4286,0.3333,0.3333,2,2,5,5,5,9,62,63,1,0,2,5,1,2,3.333,5,2,0.3333,0.5,0.5,0.1667,0,0.3333,0.1667,0.1667,0,0.1667,0,0,0,0,0,0.1429,0.6,1.667,4.333,2,60,80,1.333,0.2727,0.2727,1,0.5455,4,5,5,0,0.4,0.03682,1.75,0,0.4643,0.2673,0.75,0.25,0,0.4995,0.2739,0.2353,3.75,4.25
'X5',0.6667,0.6667,0.5,0.5,4,4,2,2,2,4,67,68,1,0,7,1,2,4,4,1,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,2,4,2,80,120,1.5,0.5,0.5,1,1,2,2,2,0,0.5,0.05555,1.5,0,0.4167,0.1443,0.5,0.25,0,0.3745,0.1768,0.4444,1.75,2.25
'X5',0.3333,0.3333,1,1,3,7,3,3,3,10,59,63,1,0,2,2,1,3,5,2,4,0.5,1,1,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.5714,1.25,1.75
'X5',0.75,0.75,0.3333,0.3333,5,7,2,2,2,5,72,70,1,0,0,2,1,5,3.333,2,5,0.6667,0.5,0.3333,0.3333,0,0,0,0.6667,0,0,0,0,0,0,0,0,0.5,2,5,1.5,40,54,1.35,0.25,0.25,1,0.5,4,4,4,0,0.5,0.03903,1.333,0,0.5312,0.359,1,0.125,0,0.5412,0.439,0.32,2.625,3.125
'X5',0.5,0.5,1,1,5,7,2,2,2,5,67,69,1,0,0,2,0,5,5,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6667,1.5,5,2,120,48,2.5,0.4,0.2,2,0.6,4,4,4,0,0.5,0.04137,2,0,0.4375,0.125,0.5,0.25,0,0.4162,0.1443,0.3636,2.25,2.75
