@relation groupran
@attribute class {'X1','X2','X3','X4','X5'}
@attribute Prevalence_of_Most_Common_Pitch numeric
@attribute Prevalence_of_Most_Common_Pitch_Class numeric
@attribute Relative_Prevalence_of_Top_Pitches numeric
@attribute Relative_Prevalence_of_Top_Pitch_Classes numeric
@attribute Interval_Between_Most_Prevalent_Pitches numeric
@attribute Interval_Between_Most_Prevalent_Pitch_Classes numeric
@attribute Number_of_Common_Pitches numeric
@attribute Pitch_Variety numeric
@attribute Pitch_Class_Variety numeric
@attribute Range numeric
@attribute Most_Common_Pitch numeric
@attribute Mean_Pitch numeric
@attribute Importance_of_Middle_Register numeric
@attribute Importance_of_High_Register numeric
@attribute Most_Common_Pitch_Class numeric
@attribute Dominant_Spread numeric
@attribute Strong_Tonal_Centres numeric
@attribute Most_Common_Melodic_Interval numeric
@attribute Mean_Melodic_Interval numeric
@attribute Number_of_Common_Melodic_Intervals numeric
@attribute Distance_Between_Most_Prevalent_Melodic_Intervals numeric
@attribute Prevalence_of_Most_Common_Melodic_Interval numeric
@attribute Relative_Prevalence_of_Most_Common_Melodic_Intervals numeric
@attribute Amount_of_Arpeggiation numeric
@attribute Repeated_Notes numeric
@attribute Chromatic_Motion numeric
@attribute Stepwise_Motion numeric
@attribute Melodic_Thirds numeric
@attribute Melodic_Perfect_Fourths numeric
@attribute Melodic_Tritones numeric
@attribute Melodic_Perfect_Fifths numeric
@attribute Melodic_Sixths numeric
@attribute Melodic_Sevenths numeric
@attribute Melodic_Octaves numeric
@attribute Melodic_Large_Intervals numeric
@attribute Minor_Major_Melodic_Third_Ratio numeric
@attribute Melodic_Embellishments numeric
@attribute Direction_of_Melodic_Motion numeric
@attribute Average_Length_of_Melodic_Arcs numeric
@attribute Average_Interval_Spanned_by_Melodic_Arcs numeric
@attribute Melodic_Pitch_Variety numeric
@attribute Strongest_Rhythmic_Pulse numeric
@attribute Second_Strongest_Rhythmic_Pulse numeric
@attribute Harmonicity_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Strength_of_Strongest_Rhythmic_Pulse numeric
@attribute Strength_of_Second_Strongest_Rhythmic_Pulse numeric
@attribute Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Combined_Strength_of_Two_Strongest_Rhythmic_Pulses numeric
@attribute Number_of_Strong_Rhythmic_Pulses numeric
@attribute Number_of_Moderate_Rhythmic_Pulses numeric
@attribute Number_of_Relatively_Strong_Rhythmic_Pulses numeric
@attribute Rhythmic_Looseness numeric
@attribute Polyrhythms numeric
@attribute Rhythmic_Variability numeric
@attribute Note_Density numeric
@attribute Note_Density_Variability numeric
@attribute Average_Note_Duration numeric
@attribute Variability_of_Note_Durations numeric
@attribute Maximum_Note_Duration numeric
@attribute Minimum_Note_Duration numeric
@attribute Amount_of_Staccato numeric
@attribute Average_Time_Between_Attacks numeric
@attribute Variability_of_Time_Between_Attacks numeric
@attribute Complete_Rests numeric
@attribute Longest_Complete_Rest numeric
@attribute Duration numeric
@data
'X4',0.5,0.5,0.5,0.5,5,11,3,3,3,6,71,70,1,0,11,2,2,1,4,3,4,0.3333,1,0,0,0.3333,0.3333,0,0.3333,0.3333,0,0,0,0,0,0,0,0.6667,1.5,3.5,3,120,60,2,0.5,0.25,2,0.75,3,3,3,0,0.6667,0.04801,2,0,0.375,0.1443,0.5,0.25,0,0.3328,0.1443,0.4,2,2.5
'X4',0.5,0.5,0.5,0.5,5,5,3,3,3,5,71,68,1,0,11,2,2,1,3.333,3,3,0.3333,1,0.3333,0,0.3333,0.3333,0.3333,0.3333,0,0,0,0,0,0,0,0,0.6667,3,5,3,54,60,1.111,0.25,0.25,1,0.5,4,4,4,0,0.5,0.03903,2,0,0.4062,0.2772,0.75,0.125,0,0.3745,0.3307,0.381,2.125,2.625
'X4',0.6667,0.6667,0.5,0.5,5,7,2,2,2,5,74,72,0.3333,0.6667,2,2,1,5,5,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,2,5,2,160,0,160,1,0,0,1,1,1,1,0,1,0.07881,3,0,0.25,0.125,0.375,0.125,0,0.187,0.08839,0.5714,1.25,1.75
'X4',0.6,0.6,0.3333,0.3333,2,2,3,3,3,3,67,68,1,0,7,1,3,0,0.75,3,1,0.5,0.5,0.5,0.5,0.25,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,44,54,1.227,0.1429,0.1429,1,0.2857,7,7,7,0,0.1429,0.02922,2.5,0,0.325,0.2437,0.75,0.125,0,0.3433,0.2772,0.381,2.125,2.625
'X4',0.2857,0.2857,0.5,1,5,5,6,6,5,12,67,68,0.8571,0.1429,2,3,0,4,5.5,5,3,0.3333,0.5,0.6667,0,0.1667,0.1667,0.3333,0.1667,0,0.1667,0,0,0.1667,0,0,0,0.6667,1.5,7.25,3,120,80,1.5,0.3333,0.2667,1.25,0.6,4,5,4,0,0.5,0.03859,3.5,0,0.25,0,0.25,0.25,0,0.2495,0,0.3636,2.25,2.75
'X4',0.4,0.4,0.5,0.5,9,2,4,4,4,11,76,73,0.4,0.6,4,3,2,2,5.75,4,3,0.25,1,0.25,0,0,0.25,0,0.25,0,0.25,0.25,0,0,0,0,0,0.5,1.333,7,3,80,40,2,0.25,0.125,2,0.375,7,7,7,0,0.4286,0.03062,1.667,0,0.4,0.2404,0.75,0.125,0,0.3745,0.27,0.3333,2.5,3
'X4',0.25,0.5,1,0.5,9,2,4,4,3,14,62,70,0.5,0.5,2,2,1,2,6.333,3,3,0.3333,1,0.3333,0,0,0.3333,0,0.3333,0,0,0,0,0.3333,0,0,0,0.3333,3,5,0,80,120,1.5,0.4,0.4,1,0.8,3,3,3,0,0.3333,0.04702,2,0,0.375,0.1443,0.5,0.25,0,0.4162,0.1443,0.4,2,2.5
'X4',0.5,0.5,0.5,0.5,7,5,3,3,3,7,74,71,0.5,0.5,2,3,1,0,4,3,5,0.3333,1,0.6667,0.3333,0,0,0,0.3333,0,0.3333,0,0,0,0,0,0,0.5,2,7,1,120,48,2.5,0.4,0.2,2,0.6,4,4,4,0,0.5,0.04137,1.333,0,0.5,0.2041,0.75,0.25,0,0.5828,0.1443,0.3333,2.5,3
'X4',0.5,0.5,0.5,0.5,10,7,3,3,3,10,81,76,0.25,0.75,9,2,2,3,6.667,3,4,0.3333,1,1,0,0,0,0.3333,0,0,0.3333,0,0.3333,0,0,0,0,0.3333,3,10,3,80,120,1.5,0.4,0.4,1,0.8,3,3,3,0,0.3333,0.04702,2,0,0.375,0.1443,0.5,0.25,0,0.4162,0.1443,0.4,2,2.5
'X4',0.3333,0.3333,1,1,2,5,3,3,3,7,69,72,0.6667,0.3333,4,3,0,5,6,2,2,0.5,1,0.5,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.5,2,5,0,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,1.5,0,0.3333,0.1443,0.5,0.25,0,0.2495,0,0.5,1.5,2
'X4',0.3333,0.3333,1,1,2,2,4,4,4,9,67,67,1,0,7,3,3,0,3.6,4,2,0.4,0.5,0.6,0.4,0,0.2,0,0,0,0.2,0.2,0,0,0,0,0,0.3333,1.5,8,1,120,60,2,0.3636,0.2727,1.333,0.6364,3,5,3,0,1,0.03953,2,0,0.4167,0.1291,0.5,0.25,0,0.4495,0.1118,0.2857,3,3.5
'X4',0.4,0.4,1,1,3,9,3,3,3,5,71,73,0.4,0.6,2,2,2,0,2,3,3,0.5,0.5,0.75,0.5,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0.5,2,3,1,120,80,1.5,0.5,0.3333,1.5,0.8333,3,3,3,0,0.6667,0.04891,2.5,0,0.25,0,0.25,0.25,0,0.2495,0,0.4444,1.75,2.25
'X4',0.5,0.5,0.5,0.5,4,4,3,3,3,4,71,69,1,0,11,1,3,2,2.667,2,2,0.6667,0.5,0.3333,0,0,0.6667,0.3333,0,0,0,0,0,0,0,0,0,0.6667,1.5,3,2,40,120,3,0.4,0.4,1,0.8,3,3,3,0,0.6667,0.04702,1.333,0,0.5625,0.3146,1,0.25,0,0.6662,0.2887,0.3077,2.75,3.25
'X4',0.4286,0.5714,0.3333,0.25,12,2,5,5,4,14,74,71,0.4286,0.5714,2,4,1,2,3.333,4,2,0.5,0.3333,0.1667,0.1667,0,0.5,0,0.1667,0,0,0.1667,0,0,0,0,0,0.4,1.667,3.667,1.5,120,80,1.5,0.3333,0.2667,1.25,0.6,4,5,4,0,0.5,0.03859,3.5,0,0.25,0,0.25,0.25,0,0.2495,0,0.3636,2.25,2.75
'X4',0.3333,0.6667,1,0.5,5,5,3,3,2,12,62,67,0.6667,0.3333,2,2,1,5,8.5,2,7,0.5,1,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0.5,2,5,0,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,1.5,0,0.3333,0.1443,0.5,0.25,0,0.2495,0,0.5,1.5,2
'X4',0.3333,0.3333,1,1,2,2,3,3,3,9,74,77,0,1,2,2,1,7,8,2,2,0.5,1,0.5,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0.5,2,9,0,48,120,2.5,0.5,0.5,1,1,2,2,2,0,0.5,0.05555,1,0,0.75,0.433,1.25,0.5,0,0.8745,0.5303,0.3077,2.75,3.25
'X4',0.25,0.25,1,1,5,2,4,4,4,10,62,67,1,0,0,4,0,5,4.333,2,2,0.6667,0.5,0.3333,0,0,0,0.3333,0.6667,0,0,0,0,0,0,0,0,0.6667,3,10,0,80,60,1.333,0.5,0.25,2,0.75,3,3,3,0,0.3333,0.04801,2,0,0.375,0.1443,0.5,0.25,0,0.3328,0.1443,0.4,2,2.5
'X4',0.3333,0.3333,1,1,2,2,3,3,3,7,62,65,1,0,2,3,0,2,3.5,2,3,0.5,1,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,160,0,160,1,0,0,1,1,1,1,0,1,0.07881,3,0,0.2083,0.07217,0.25,0.125,0,0.187,0.08839,0.6154,1.125,1.625
'X4',0.6,0.6,0.6667,0.6667,3,9,2,2,2,3,71,72,0.6,0.4,11,1,2,3,2.25,2,3,0.75,0.3333,1,0.25,0,0,0.75,0,0,0,0,0,0,0,0,0,0.6667,1.5,3,1.667,120,44,2.727,0.25,0.125,2,0.375,7,7,7,0,0.2857,0.03062,2.5,0,0.375,0.1768,0.5,0.125,0,0.3433,0.1875,0.3478,2.375,2.875
'X4',0.6,0.6,0.3333,0.3333,2,2,3,3,3,6,74,74,0.2,0.8,2,1,3,0,1.5,3,2,0.5,0.5,0.75,0.5,0,0.25,0.25,0,0,0,0,0,0,0,0,0,1,0,0,1,60,80,1.333,0.2857,0.2857,1,0.5714,4,4,4,0,0.5,0.04024,2.5,0,0.3,0.1118,0.5,0.25,0,0.312,0.125,0.4,2,2.5
'X4',0.25,0.25,1,1,2,2,4,4,4,7,60,63,1,0,0,3,1,5,6,3,1,0.3333,1,0.3333,0,0,0,0,0.3333,0.3333,0.3333,0,0,0,0,0,0,0.3333,1.5,6.5,0,48,60,1.25,0.25,0.25,1,0.5,4,4,4,0,0.25,0.03903,1.333,0,0.5,0.3536,1,0.25,0,0.5828,0.3819,0.3333,2.5,3
'X4',0.75,0.75,0.3333,0.3333,7,7,2,2,2,7,74,75,0,1,2,2,1,0,2.333,2,7,0.6667,0.5,1,0.6667,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,1,120,80,1.5,0.6667,0.3333,2,1,2,2,2,0,0.5,0.0586,2,0,0.25,0,0.25,0.25,0,0.2495,0,0.5,1.5,2
'X4',0.3333,0.3333,0.5,0.5,4,5,5,5,5,11,67,72,0.5,0.5,7,3,1,2,5.4,5,1,0.2,1,0.8,0,0,0.2,0.4,0,0,0.2,0,0.2,0,0,1,0,0.6,1.667,8.333,3,96,160,1.667,0.3,0.3,1,0.6,2,6,6,0,0.1667,0.03655,3,0,0.2083,0.06455,0.25,0.125,0,0.1995,0.06847,0.4444,1.75,2.25
'X4',0.4286,0.4286,0.6667,0.6667,7,7,3,3,3,7,69,66,1,0,9,3,1,0,2.667,4,2,0.3333,1,0.5,0.3333,0,0.3333,0,0.1667,0,0.1667,0,0,0,0,0,0,0.5,2,4.5,2,48,60,1.25,0.2222,0.2222,1,0.4444,5,5,5,0,0.2,0.03568,2.333,0,0.3929,0.244,0.75,0.25,0,0.4162,0.2582,0.2667,3.25,3.75
'X4',0.6667,0.6667,0.5,0.5,2,2,2,2,2,2,74,74,0,1,2,1,2,0,1,2,2,0.5,1,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,120,60,2,0.6667,0.3333,2,1,2,2,2,0,1,0.0586,1.5,0,0.4167,0.1443,0.5,0.25,0,0.4995,0,0.4444,1.75,2.25
'X4',0.4,0.4,0.5,1,3,3,4,4,3,12,67,69,0.8,0.2,4,2,2,0,4.75,4,3,0.25,1,1,0.25,0,0,0.5,0,0,0,0,0,0.25,0,1,0.2,0.6667,1.5,8,1,96,120,1.25,0.25,0.25,1,0.5,6,6,6,0,0.1667,0.03366,2.5,0,0.375,0.1768,0.5,0.125,0,0.3433,0.1875,0.3478,2.375,2.875
'X4',0.5714,0.5714,0.25,0.25,7,7,4,4,4,9,69,67,1,0,9,4,1,0,2.667,4,2,0.3333,1,0.5,0.3333,0,0.3333,0,0.1667,0,0.1667,0,0,0,0,0,0,0.5,4,7,1.333,120,80,1.5,0.3333,0.2667,1.25,0.6,4,5,4,0,0.5,0.03859,2.333,0,0.2857,0.09449,0.5,0.25,0,0.2495,0,0.3333,2.5,3
'X4',0.25,0.25,1,1,2,2,4,4,4,9,67,71,0.5,0.5,2,4,0,2,4.333,2,7,0.6667,0.5,0,0,0,0.6667,0,0,0,0,0.3333,0,0,0,0,0,0.6667,1.5,5.5,0,120,60,2,0.5,0.25,2,0.75,3,3,3,0,0.6667,0.04801,2,0,0.3125,0.125,0.5,0.25,0,0.3328,0.1443,0.4444,1.75,2.25
'X4',0.3333,0.3333,1,1,3,2,3,3,3,10,64,68,0.6667,0.3333,2,2,1,7,8.5,2,3,0.5,1,1,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0.5,2,10,0,80,120,1.5,0.5,0.5,1,1,2,2,2,0,0.5,0.05555,1.5,0,0.4167,0.1443,0.5,0.25,0,0.3745,0.1768,0.4444,1.75,2.25
'X4',0.6667,0.6667,0.5,0.5,7,7,2,2,2,7,62,64,1,0,2,2,1,7,7,1,7,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,2,7,2,48,120,2.5,0.5,0.5,1,1,2,2,2,0,0.5,0.05555,1,0,0.6667,0.5204,1.25,0.25,0,0.8745,0.5303,0.3333,2.5,3
'X4',0.2857,0.2857,0.5,0.5,4,11,6,6,6,9,71,71,0.7143,0.2857,11,6,1,2,3.5,4,1,0.5,0.3333,0,0,0.1667,0.6667,0,0.1667,0,0,0.1667,0,0,0,0,0,0.5,2,5.667,4,80,120,1.5,0.2667,0.2667,1,0.5333,5,5,5,0,0.4,0.03636,2.333,0,0.2857,0.09449,0.5,0.25,0,0.2912,0.1021,0.3333,2.5,3
'X4',0.5,0.5,1,1,2,2,2,2,2,2,69,70,1,0,9,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,1,0,0.375,0.1768,0.5,0.25,0,0.4995,0,0.6667,1.75,2.25
'X4',0.4,0.4,0.5,0.5,7,5,4,4,4,7,74,71,0.6,0.4,2,3,2,0,4,4,4,0.25,1,0.75,0.25,0,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0.3333,1.5,5.5,1,54,120,2.222,0.25,0.25,1,0.5,6,6,6,0,0.3333,0.03366,1.667,0,0.425,0.1118,0.5,0.25,0,0.4058,0.1197,0.32,2.625,3.125
'X4',0.75,0.75,0.3333,0.3333,2,2,2,2,2,2,76,75,0,1,4,1,2,2,1.333,2,2,0.6667,0.5,0.3333,0.3333,0,0.6667,0,0,0,0,0,0,0,0,0,0,0.5,2,2,1.5,120,80,1.5,0.6667,0.3333,2,1,2,2,2,0,0.5,0.0586,2,0,0.375,0.25,0.75,0.25,0,0.2495,0,0.4,2,2.5
'X4',0.5,0.5,0.5,0.5,5,3,3,3,3,8,76,75,0.25,0.75,4,2,2,0,4.333,3,5,0.3333,1,0.3333,0.3333,0,0,0,0.3333,0,0,0.3333,0,0,0,0,0.25,0.5,2,5,1,60,80,1.333,0.5,0.5,1,1,2,2,2,0,0.5,0.05555,1.333,0,0.5625,0.2394,0.75,0.25,0,0.5828,0.2887,0.3077,2.75,3.25
'X4',0.4,0.4,0.5,0.5,4,11,4,4,4,7,71,71,0.8,0.2,11,3,1,1,3.75,4,2,0.25,1,0.75,0,0.25,0.25,0.5,0,0,0.25,0,0,0,0,1,0,0.75,2,5,3,60,80,1.333,0.2857,0.2857,1,0.5714,4,4,4,0,0.5,0.04024,2.5,0,0.3,0.1118,0.5,0.25,0,0.312,0.125,0.4,2,2.5
'X4',0.25,0.25,1,1,2,2,5,5,5,7,74,75,0.125,0.875,2,3,3,2,3.143,6,2,0.2857,0.5,0.4286,0.1429,0,0.2857,0.2857,0.1429,0.1429,0,0,0,0,0,1,0,0.6667,1.5,4.5,4,120,60,2,0.3125,0.1875,1.667,0.5,5,7,5,0,0.6,0.03366,2.667,0,0.3281,0.1485,0.5,0.125,0,0.3388,0.1567,0.2759,3.125,3.625
'X4',0.4286,0.4286,0.3333,0.6667,9,9,5,5,4,12,71,69,0.8571,0.1429,11,3,2,0,4.667,5,2,0.3333,0.5,0.5,0.3333,0,0.1667,0,0.1667,0,0,0.1667,0,0.1667,0,0,0,0.25,2,10.5,1,54,120,2.222,0.2,0.2,1,0.4,5,8,8,0,0.25,0.02963,3.5,0,0.2679,0.1125,0.5,0.125,0,0.2703,0.1229,0.3478,2.375,2.875
'X4',0.4,0.4,0.5,0.5,7,7,4,4,4,9,69,67,1,0,9,2,1,7,4.75,3,5,0.5,0.5,0.75,0,0,0.25,0.25,0,0,0.5,0,0,0,0,0,0,0.75,2,5,2,120,48,2.5,0.375,0.25,1.5,0.625,4,4,4,0,0.5,0.04146,1.667,0,0.45,0.1118,0.5,0.25,0,0.437,0.125,0.3077,2.75,3.25
'X4',0.4,0.6,0.5,0.3333,12,5,4,4,3,12,74,69,0.6,0.4,2,3,1,0,5.25,4,2,0.25,1,0.75,0.25,0,0.25,0,0,0,0.25,0,0,0.25,0,0,0,0.3333,1.5,4.5,1,120,69,1.739,0.3333,0.1667,2,0.5,5,5,5,0,0.2,0.03674,2.5,0,0.275,0.1369,0.5,0.125,0,0.2183,0.0625,0.4211,1.875,2.375
'X4',0.4,0.4,1,1,5,5,3,3,3,7,64,65,1,0,4,3,0,5,3,3,5,0.5,0.5,0.25,0.25,0,0.25,0,0.5,0,0,0,0,0,0,0,0,0.3333,3,5,2,120,80,1.5,0.5,0.3333,1.5,0.8333,3,3,3,0,0.6667,0.04891,2.5,0,0.3,0.1118,0.5,0.25,0,0.2495,0,0.4,2,2.5
'X4',0.3333,0.3333,0.5,0.5,11,6,5,5,5,11,78,73,0.5,0.5,6,3,1,2,6,5,2,0.2,1,0.6,0,0,0.2,0.2,0,0.2,0.2,0,0.2,0,0,0,0,0.4,1.667,6.333,3,120,48,2.5,0.3636,0.1818,2,0.5455,4,5,4,0,0.5,0.0382,1.5,0,0.5,0.1581,0.75,0.25,0,0.4495,0.1118,0.25,3.5,4
'X4',0.25,0.5,1,0.5,4,4,4,4,3,12,62,68,0.75,0.25,2,2,1,3,6.667,3,5,0.3333,1,0.3333,0,0,0,0.3333,0,0,0,0.6667,0,0,0,0,0,0.3333,3,8,0,69,96,1.391,0.25,0.25,1,0.5,4,4,4,0,0.25,0.03903,2,0,0.3438,0.1875,0.5,0.125,0,0.2912,0.1909,0.4211,1.875,2.375
'X4',0.25,0.25,1,1,2,7,4,4,4,5,67,69,1,0,0,2,2,2,2.571,5,3,0.2857,1,0.2857,0.1429,0.1429,0.4286,0.1429,0.2857,0,0,0,0,0,0,0,0,0.3333,1.5,3.75,4,80,120,1.5,0.2632,0.2632,1,0.5263,5,5,5,0,0.4,0.03645,2,0,0.375,0.1336,0.5,0.25,0,0.3567,0.1336,0.25,3.5,4
'X4',0.375,0.375,0.6667,0.6667,3,3,5,5,5,9,66,67,1,0,6,3,2,0,2.714,6,1,0.2857,0.5,0.5714,0.2857,0.1429,0.2857,0.2857,0,0,0,0.1429,0,0,0,1,0,0.6,2.5,5,2,80,120,1.5,0.25,0.25,1,0.5,5,5,5,0,0.4,0.03577,2,0,0.375,0.1336,0.5,0.25,0,0.4638,0.1725,0.3333,3.25,4.5
'X4',0.5,0.75,0.5,0.3333,7,5,3,3,2,12,67,71,0.5,0.5,7,2,1,5,8,3,2,0.3333,1,0.6667,0,0,0,0,0.3333,0,0.3333,0,0,0.3333,0,0,0,0.3333,3,12,3,120,60,2,0.5,0.25,2,0.75,3,3,3,0,0.6667,0.04801,2,0,0.375,0.1443,0.5,0.25,0,0.3328,0.1443,0.4,2,2.5
'X4',0.4,0.4,1,1,3,9,3,3,3,5,69,69,1,0,0,2,2,3,3.25,3,1,0.5,0.5,0.5,0,0,0.25,0.5,0.25,0,0,0,0,0,0,0,0,0.5,2,5,2.5,120,80,1.5,0.5,0.3333,1.5,0.8333,3,3,3,0,0.6667,0.04891,2.5,0,0.25,0,0.25,0.25,0,0.2495,0,0.4444,1.75,2.25
'X4',0.75,0.75,0.3333,0.3333,4,4,2,2,2,4,71,70,1,0,11,1,2,0,1.333,2,4,0.6667,0.5,1,0.6667,0,0,0.3333,0,0,0,0,0,0,0,0,0.25,1,0,0,1,54,60,1.111,0.25,0.25,1,0.5,4,4,4,0,0.25,0.03903,2,0,0.4375,0.4146,1,0.125,0,0.5412,0.439,0.3636,2.25,2.75
'X4',0.625,0.625,0.2,0.2,5,2,4,4,4,7,74,73,0.25,0.75,2,3,2,0,1.571,3,2,0.4286,1,0.4286,0.4286,0,0.4286,0,0.1429,0,0,0,0,0,0,0,0,0.5,4,4,1.25,80,120,1.5,0.2632,0.2632,1,0.5263,5,5,5,0,0.4,0.03645,2.667,0,0.3125,0.1768,0.75,0.25,0,0.3209,0.189,0.2857,3,3.5
'X4',0.5,0.5,0.5,0.5,2,2,3,3,3,5,62,63,1,0,2,2,2,0,2.333,3,2,0.3333,1,0.3333,0.3333,0,0.3333,0,0.3333,0,0,0,0,0,0,0,0,0.5,2,2,1,120,60,2,0.5,0.25,2,0.75,3,3,3,0,0.6667,0.04801,2,0,0.3125,0.125,0.5,0.25,0,0.3328,0.1443,0.4444,1.75,2.25
'X4',0.6667,0.6667,0.5,0.5,11,1,2,2,2,11,78,74,0.3333,0.6667,6,1,2,0,5.5,2,11,0.5,1,1,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,1,80,120,1.5,0.5,0.5,1,1,2,2,2,0,0.5,0.05555,1.5,0,0.3333,0.1443,0.5,0.25,0,0.3745,0.1768,0.5,1.5,2
'X4',0.4,0.4,0.5,0.5,5,5,4,4,4,7,79,78,0,1,7,3,2,0,2.75,4,2,0.25,1,0.5,0.25,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0.6667,3,4,1,120,80,1.5,0.5,0.3333,1.5,0.8333,3,3,3,0,0.6667,0.04891,2.5,0,0.3,0.1118,0.5,0.25,0,0.2495,0,0.4,2,2.5
'X4',0.2,0.2,1,1,2,2,5,5,5,7,67,70,0.8,0.2,0,4,1,5,3.75,3,3,0.5,0.5,0.25,0,0,0.25,0.25,0.5,0,0,0,0,0,0,0,0,0.5,2,5,0,40,80,2,0.2857,0.2857,1,0.5714,5,5,5,0,0.6,0.03694,1.667,0,0.5,0.25,0.75,0.25,0,0.437,0.2394,0.2857,3,3.5
'X4',0.4,0.4,0.5,1,5,7,4,4,3,12,74,73,0.4,0.6,2,2,1,0,3.5,4,2,0.25,1,0.5,0.25,0,0.25,0,0.25,0,0.25,0,0,0,0,0,0,0.3333,3,12,1,120,48,2.5,0.375,0.25,1.5,0.625,4,4,4,0,0.5,0.04146,2.5,0,0.375,0.1768,0.5,0.125,0,0.437,0.125,0.3478,2.375,2.875
'X4',0.6667,0.6667,0.5,0.5,3,9,2,2,2,3,72,71,1,0,0,1,2,0,1.5,2,3,0.5,1,1,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,1,120,0,120,1,0,0,1,1,1,1,0,1,0.07881,3,0,0.25,0,0.25,0.25,0,0.2495,0,0.5714,1.25,1.75
'X4',0.4,0.4,0.5,0.5,7,7,4,4,4,7,69,66,1,0,9,3,2,0,2.75,4,1,0.25,1,0.75,0.25,0.25,0.25,0.25,0,0,0.25,0,0,0,0,0,0,0.3333,1.5,2,1,160,96,1.667,0.5,0.25,2,0.75,3,3,3,0,0.3333,0.04801,5,0,0.15,0.0559,0.25,0.125,0,0.1558,0.0625,0.5714,1.25,1.75
'X4',0.4,0.4,0.5,1,7,5,4,4,3,12,74,74,0.2,0.8,2,2,1,2,5.75,4,3,0.25,1,0.25,0,0,0.25,0,0.25,0,0.25,0.25,0,0,0,0,0,0.75,2,5.5,3,96,160,1.667,0.3333,0.3333,1,0.6667,4,4,4,0,0.25,0.0412,2.5,0,0.375,0.3536,1,0.125,0,0.2183,0.0625,0.3478,2.375,2.875
'X4',0.5,0.5,0.3333,0.3333,5,5,4,4,4,7,69,68,1,0,9,3,2,0,2.8,5,2,0.2,1,0.6,0.2,0,0.2,0.4,0.2,0,0,0,0,0,0,1,0,0.5,2,6,2.5,48,60,1.25,0.25,0.25,1,0.5,5,5,5,0,0.2,0.03645,2,0,0.375,0.1369,0.5,0.25,0,0.4995,0.3062,0.4,2,3.75
'X4',0.7143,0.7143,0.2,0.2,7,5,3,3,3,7,74,72,0.2857,0.7143,2,3,1,0,4,3,5,0.3333,1,0.6667,0.3333,0,0,0,0.3333,0,0.3333,0,0,0,0,0,0,0.5,1.333,6.333,1.5,40,48,1.2,0.25,0.25,1,0.5,5,5,5,0,0.6,0.03645,1.75,0,0.4643,0.3934,1.25,0.25,0,0.4995,0.4183,0.2353,3.75,4.25
'X4',0.4,0.4,0.5,0.5,3,2,4,4,4,8,74,74,0.2,0.8,2,2,1,5,3.75,3,3,0.5,0.5,0.25,0,0,0.25,0.25,0.5,0,0,0,0,0,0,0,0,0.75,2,3.5,3,120,80,1.5,0.5,0.3333,1.5,0.8333,3,3,3,0,0.6667,0.04891,1.667,0,0.45,0.4472,1.25,0.25,0,0.2495,0,0.3077,2.75,3.25
'X4',0.2,0.4,1,0.5,5,5,5,5,4,12,62,68,0.8,0.2,2,3,2,7,7,3,5,0.5,0.5,0.75,0,0,0.25,0,0,0,0.5,0,0,0.25,0,0,0,0.75,2,9.5,0,120,40,3,0.4,0.2,2,0.6,4,4,4,0,0.5,0.04137,1.667,0,0.45,0.4472,1.25,0.25,0,0.4995,0.5,0.3077,2.75,3.25
'X4',0.75,0.75,0.3333,0.3333,4,4,2,2,2,4,71,70,1,0,11,1,2,0,1.333,2,4,0.6667,0.5,1,0.6667,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,1,96,69,1.391,0.5,0.25,2,0.75,3,3,3,0,0.3333,0.04801,2,0,0.3438,0.1197,0.5,0.25,0,0.2912,0.07217,0.4211,1.875,2.375
'X4',0.4,0.4,0.5,0.5,4,4,4,4,4,7,72,75,0.4,0.6,0,2,3,1,4.5,4,3,0.25,1,0.5,0,0.25,0.25,0.25,0,0.25,0.25,0,0,0,0,0,0,0.5,2,5.5,3,120,54,2.222,0.2857,0.1429,2,0.4286,6,6,6,0,0.3333,0.0333,2.5,0,0.375,0.25,0.75,0.125,0,0.2808,0.1573,0.3478,2.375,2.875
